"","Player","Min","Att","Live_Pass_Types","Dead_Pass_Types","FK_Pass_Types","TB_Pass_Types","Sw_Pass_Types","Crs_Pass_Types","TI_Pass_Types","CK_Pass_Types","In_Corner_Kicks","Out_Corner_Kicks","Str_Corner_Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes"
"1751","Marco Richter",527,149,142,5,1,0,1,14,2,2,0,2,0,93,2,9
"1752","Marco Silvestri",1350,422,279,143,27,0,3,0,0,0,0,0,0,325,0,0
"1753","Marco Sportiello",533,213,148,65,10,0,0,0,0,0,0,0,0,167,0,0
"1754","Marco Verratti",1494,1744,1648,91,78,8,3,3,13,0,0,0,0,1632,5,11
"1755","Marcos Acuña",880,551,426,123,22,0,8,72,80,21,5,15,0,391,2,9
"1756","Marcos Alonso",782,745,710,34,12,1,6,15,12,10,1,7,0,682,1,5
"1757","Marcos Antônio",267,165,163,2,2,0,0,0,0,0,0,0,0,148,0,0
"1758","Marcos Llorente",842,409,365,42,0,0,3,21,42,0,0,0,0,336,2,15
"1759","Marcos Senesi",939,452,414,34,19,0,6,3,14,0,0,0,0,360,4,5
"1760","Marcus Coco",219,97,88,9,3,0,0,10,5,1,0,1,0,69,0,4
"1761","Marcus Edwards",352,113,105,8,0,2,0,6,1,3,3,0,0,85,0,4
"1762","Marcus Ingvartsen",457,113,111,2,0,0,0,2,0,0,0,0,0,71,0,3
"1763","Marcus Rashford",1234,375,369,2,0,1,2,14,2,0,0,0,0,275,4,14
"1764","Marcus Tavernier",1283,506,423,82,20,2,6,77,19,40,22,9,3,346,1,17
"1765","Marcus Thuram",1379,259,233,25,0,1,0,4,0,0,0,0,0,187,1,11
"1766","Marek Rodák",180,61,38,23,8,0,0,0,0,0,0,0,0,29,0,0
"1767","Marián Tvrdoň",90,50,26,24,11,0,0,0,0,0,0,0,0,31,0,0
"1768","Mariano",30,11,11,0,0,0,1,0,0,0,0,0,0,6,0,0
"1769","Marin Jakoliš",28,7,6,1,0,0,0,2,0,1,0,1,0,4,0,0
"1770","Marin Pongračić",790,361,324,37,37,0,3,0,0,0,0,0,0,296,0,1
"1771","Mario Gila",90,61,56,5,3,0,0,0,2,0,0,0,0,56,0,0
"1772","Mario Götze",1613,943,872,62,21,9,4,41,8,13,5,7,0,706,9,30
"1773","Mario Hermoso",278,188,184,4,2,0,3,4,2,0,0,0,0,167,0,1
"1774","Mario Lemina",721,576,569,4,4,1,6,2,0,0,0,0,0,516,3,3
"1775","Mario Pašalić",922,339,328,10,3,1,2,2,0,0,0,0,0,275,1,5
"1776","Mário Rui",1152,1003,808,191,43,2,23,57,126,22,12,9,0,823,4,15
"1777","Mario Suárez",6,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
"1778","Marius Bülter",1173,367,357,7,0,2,3,54,7,0,0,0,0,225,3,20
"1779","Marius Wolf",530,310,256,54,7,0,4,20,47,0,0,0,0,228,0,15
"1780","Mark Flekken",1350,624,488,135,34,0,10,0,0,0,0,0,0,457,1,1
"1781","Mark Travers",675,233,123,110,24,0,0,0,0,0,0,0,0,164,0,0
"1782","Mark Uth",46,15,12,3,1,0,0,2,0,1,0,1,0,11,0,0
"1783","Marko Arnautović",1099,336,301,29,0,2,0,8,3,0,0,0,0,234,6,10
"1784","Marko Bulat",29,23,22,1,1,0,0,0,0,0,0,0,0,19,0,0
"1785","Marko Dmitrović",405,173,129,43,16,0,1,0,0,0,0,0,0,121,1,0
"1786","Marko Grujić",111,61,59,2,1,0,0,0,1,0,0,0,0,53,0,1
"1787","Marko Lazetić",9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"1788","Marko Livaja",79,21,19,2,0,1,0,1,0,0,0,0,0,11,0,0
"1789","Marko Milovanović",15,9,8,1,0,0,0,0,0,0,0,0,0,4,0,1
"1790","Marko Pjaca",348,151,131,20,3,0,0,15,0,12,5,4,0,116,0,3
"1791","Marko Stamenic",179,73,73,0,0,0,2,0,0,0,0,0,0,58,0,1
"1792","Marlon",824,547,517,30,17,0,2,3,7,0,0,0,0,509,0,0
"1793","Marlos Moreno",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1794","Marquinhos",1813,1289,1241,44,27,2,5,0,4,0,0,0,0,1215,4,6
"1795","Marshall Munetsi",904,300,298,2,2,1,1,7,0,0,0,0,0,214,0,10
"1796","Marten de Roon",1123,599,568,29,18,0,13,4,7,0,0,0,0,474,2,9
"1797","Martin Adeline",93,34,31,3,1,0,0,0,1,1,0,0,0,23,0,1
"1798","Martin Baturina",60,37,35,1,1,0,0,1,0,0,0,0,0,29,1,3
"1799","Martin Braithwaite",802,141,139,1,0,0,3,4,0,0,0,0,0,88,1,12
"1800","Martín Cáceres",90,79,66,13,1,0,0,0,12,0,0,0,0,68,0,0
"1801","Martin Erlic",867,412,392,19,18,0,8,0,1,0,0,0,0,365,1,2
"1802","Martin Hongla",644,273,264,9,5,1,3,9,2,0,0,0,0,215,0,2
"1803","Martín Montoya",183,112,90,22,4,0,2,6,18,0,0,0,0,84,0,2
"1804","Martin Ødegaard",1074,592,541,48,33,5,3,31,6,9,3,4,0,461,3,16
"1805","Martin Satriano",870,183,178,5,0,1,1,11,3,0,0,0,0,123,0,6
"1806","Martin Terrier",1196,532,524,7,2,5,5,12,1,0,0,0,0,400,1,16
"1807","Martin Valjent",1155,513,478,31,27,0,14,1,4,0,0,0,0,418,4,7
"1808","Martín Zubimendi",1151,669,646,20,18,2,5,1,0,0,0,0,0,562,3,8
"1809","Martinelli",1185,457,408,47,7,2,1,64,6,34,23,0,0,339,2,20
"1810","Márton Dárdai",181,79,76,3,3,1,1,0,0,0,0,0,0,44,0,1
"1811","Marvin Ducksch",1302,454,351,99,29,5,5,71,2,40,4,24,1,285,4,8
"1812","Marvin Friedrich",963,738,702,32,29,1,6,0,3,0,0,0,0,630,4,5
"1813","Marvin Plattenhardt",996,560,377,181,34,0,5,74,116,31,14,13,0,378,2,9
"1814","Marvin Schwäbe",1350,643,525,118,31,0,0,0,0,0,0,0,0,521,0,0
"1815","Marvin Senaya",9,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0
"1816","Maryan Shved",187,51,47,4,0,0,0,3,1,3,3,0,0,35,0,1
"1817","Mason Holgate",320,148,139,8,5,1,5,1,3,0,0,0,0,107,1,1
"1818","Mason Mount",1508,777,716,55,12,6,10,64,7,27,7,18,1,602,6,17
"1819","Massadio Haïdara",743,462,415,46,12,0,1,5,22,0,0,0,0,407,1,1
"1820","Mateo Fernández",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1821","Mateo Kovačić",1093,843,821,20,15,9,6,4,2,3,0,0,0,719,2,14
"1822","Mateus Fernandes",30,9,9,0,0,0,0,0,0,0,0,0,0,4,0,0
"1823","Mateus Uribe",436,221,207,13,7,0,1,3,6,0,0,0,0,178,1,3
"1824","Mateusz Klich",199,120,111,9,2,0,0,8,4,3,1,1,0,86,0,7
"1825","Mateusz Lis",270,104,53,51,11,0,0,0,0,0,0,0,0,66,0,0
"1826","Mateusz Wieteska",1350,756,712,41,20,0,2,1,21,0,0,0,0,628,3,7
"1827","Matheus Cunha",473,107,96,8,0,1,1,6,1,0,0,0,0,79,3,5
"1828","Matheus Henrique",486,253,249,4,1,2,2,0,2,1,0,0,0,216,0,6
"1829","Matheus Nunes",866,330,318,11,5,3,10,14,2,4,1,2,0,258,1,10
"1830","Matheus Reis",509,334,309,25,7,0,0,0,18,0,0,0,0,295,0,4
"1831","Mathew Leckie",262,89,88,1,0,0,0,3,1,0,0,0,0,57,0,7
"1832","Mathew Ryan",450,177,115,62,19,0,1,0,0,0,0,0,0,106,0,0
"1833","Mathias Autret",860,394,355,36,11,3,16,36,9,14,7,3,0,306,3,9
"1834","Mathias Jensen",1211,706,535,169,41,2,15,72,62,43,20,15,3,499,2,9
"1835","Mathias Jørgensen",457,251,230,21,4,0,0,1,13,0,0,0,0,204,0,0
"1836","Mathias Olesen",97,24,24,0,0,0,0,1,0,0,0,0,0,17,0,1
"1837","Mathías Olivera",901,671,548,123,12,0,5,11,111,0,0,0,0,568,0,14
"1838","Mathias Pereira Lage",942,303,289,12,4,0,6,22,3,4,4,0,0,206,2,10
"1839","Mathieu Coutadeur",802,550,519,29,28,4,2,3,1,0,0,0,0,466,2,5
"1840","Mathys Tel",293,125,123,2,0,0,0,4,1,0,0,0,0,103,0,4
"1841","Matìas Soulé",164,68,63,5,2,0,2,3,1,2,2,0,0,62,0,0
"1842","Matías Vecino",952,478,476,1,1,1,2,1,0,0,0,0,0,393,1,8
"1843","Matías Viña",72,51,37,14,1,0,1,4,13,0,0,0,0,33,0,2
"1844","Matija Nastasić",285,76,70,5,4,0,1,0,1,0,0,0,0,62,1,2
"1845","Matis Carvalho",136,53,29,23,9,0,0,0,0,0,0,0,0,21,1,0
"1846","Mato Jajalo",63,29,29,0,0,0,2,0,0,0,0,0,0,23,0,2
"1847","Mats Hummels",1373,1042,1009,30,26,0,18,2,4,0,0,0,0,912,3,8
"1848","Matt Doherty",427,239,208,31,2,0,1,7,29,0,0,0,0,192,0,6
"1849","Matt O'Riley",481,274,254,20,5,2,1,11,2,7,2,2,0,224,0,4
"1850","Matt Ritchie",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1851","Matt Targett",426,283,224,58,13,0,3,26,32,13,8,4,0,216,1,6
"1852","Matt Turner",270,103,80,23,9,0,0,0,0,0,0,0,0,82,0,0
"1853","Matteo Bianchetti",908,360,332,27,19,0,2,2,1,0,0,0,0,282,1,4
"1854","Matteo Cancellieri",196,70,70,0,0,0,0,5,0,0,0,0,0,51,0,3
"1855","Matteo Darmian",684,333,275,57,2,1,2,14,55,0,0,0,0,263,1,10
"1856","Matteo Gabbia",584,320,306,14,3,0,1,1,2,0,0,0,0,262,0,2
"1857","Mattéo Guendouzi",1548,899,864,31,16,2,4,18,7,4,0,0,0,765,4,21
"1858","Matteo Lovato",140,93,89,4,4,1,1,0,0,0,0,0,0,79,0,1
"1859","Matteo Pessina",994,594,559,31,13,1,1,24,3,15,0,12,0,508,4,12
"1860","Matteo Politano",894,431,391,37,9,3,8,42,11,17,9,2,0,315,3,17
"1861","Matteo Ruggeri",115,76,59,15,4,0,0,1,11,0,0,0,0,56,2,0
"1862","Matthias Ginter",1350,876,845,26,25,0,7,4,1,0,0,0,0,730,5,5
"1863","Matthijs de Ligt",1111,874,854,17,16,0,7,0,1,0,0,0,0,804,3,3
"1864","Matthis Abline",105,14,14,0,0,1,0,2,0,0,0,0,0,6,0,1
"1865","Mattia Caldara",599,292,259,32,11,0,0,1,8,0,0,0,0,223,1,3
"1866","Mattia De Sciglio",555,353,302,51,2,0,6,16,49,0,0,0,0,285,0,3
"1867","Mattia Destro",456,59,57,2,0,0,0,1,0,0,0,0,0,33,0,4
"1868","Mattia Perin",768,294,228,66,16,0,0,0,0,0,0,0,0,231,0,0
"1869","Mattia Valoti",221,81,79,1,1,0,1,1,0,0,0,0,0,67,1,2
"1870","Mattia Viti",601,348,333,15,12,0,1,0,3,0,0,0,0,296,0,4
"1871","Mattia Zaccagni",1020,314,305,9,2,0,5,21,1,6,4,1,0,249,0,10
"1872","Mattias Svanberg",627,167,153,13,3,1,1,9,2,5,5,0,0,117,1,1
"1873","Matty Cash",1208,632,493,136,9,2,4,40,127,0,0,0,0,474,3,19
"1874","Matz Sels",1350,423,305,117,40,0,0,0,1,0,0,0,0,296,1,0
"1875","Maurits Kjærgaard",495,152,141,10,2,0,0,19,2,6,6,0,0,96,1,2
"1876","Mauro Arambarri",511,235,196,39,30,0,4,25,0,9,5,3,1,198,0,1
"1877","Mavis Tchibota",93,27,27,0,0,0,0,3,0,0,0,0,0,15,0,3
"1878","Max Kilman",1350,889,872,15,15,0,7,0,0,0,0,0,0,740,2,7
"1879","Max Kruse",272,121,105,16,3,1,3,6,8,2,0,0,0,90,0,8
"1880","Maxence Caqueret",973,714,692,22,10,3,2,22,2,9,2,5,0,607,0,14
"1881","Maxence Lacroix",804,555,523,30,26,1,6,1,2,0,0,0,0,478,2,4
"1882","Maxi Gómez",127,18,17,1,0,0,0,0,0,0,0,0,0,11,0,0
"1883","Maxim Leitsch",620,303,295,8,5,0,2,0,1,0,0,0,0,234,0,2
"1884","Maxime Busi",507,238,180,57,4,1,1,10,53,0,0,0,0,162,1,9
"1885","Maxime Dupé",1350,548,406,142,42,0,1,0,0,0,0,0,0,421,0,1
"1886","Maxime Estève",810,341,318,23,19,0,0,1,3,0,0,0,0,271,0,4
"1887","Maxime Gonalons",529,304,291,11,11,1,10,0,0,0,0,0,0,269,2,5
"1888","Maxime Le Marchand",967,633,594,38,20,0,11,8,12,0,0,0,0,508,1,6
"1889","Maxime Lopez",1083,730,708,20,13,2,6,10,2,5,1,1,0,639,2,5
"1890","Maximilian Arnold",1307,724,574,142,91,4,18,84,2,47,35,12,0,534,8,4
"1891","Maximilian Bauer",1039,413,402,10,9,0,5,1,1,0,0,0,0,295,1,4
"1892","Maximilian Eggestein",1019,377,374,3,3,1,0,5,0,0,0,0,0,295,0,11
"1893","Maximilian Mittelstädt",355,201,140,60,2,1,0,20,48,10,2,7,0,145,1,1
"1894","Maximilian Philipp",116,42,34,8,2,0,0,7,1,5,5,0,0,27,0,2
"1895","Maximilian Wöber",165,72,46,26,0,0,0,9,26,0,0,0,0,32,0,2
"1896","Maximiliano Caufriez",789,417,401,16,14,0,3,0,2,0,0,0,0,369,0,4
"1897","Maxwel Cornet",91,30,27,2,0,0,0,2,1,0,0,0,0,20,1,3
"1898","Maya Yoshida",1518,824,790,31,28,0,8,2,1,0,0,0,0,657,3,5
"1899","Mehdi Bourabia",1134,611,573,34,19,3,2,25,3,12,10,2,0,474,4,14
"1900","Mehdi Léris",849,331,315,15,1,1,5,25,14,0,0,0,0,220,1,16
"1901","Mehdi Taremi",709,215,205,8,0,3,0,1,0,1,0,0,0,158,2,6
"1902","Mehdi Torabi",62,38,37,1,0,1,0,1,1,0,0,0,0,31,0,1
"1903","Mehdi Zeffane",20,3,2,1,0,0,0,0,1,0,0,0,0,3,0,0
"1904","Mehmet-Can Aydin",208,91,70,20,0,0,0,8,20,0,0,0,0,59,1,4
"1905","Melvin Bard",927,563,465,97,10,0,1,26,87,0,0,0,0,452,1,19
"1906","Memphis Depay",269,139,127,10,1,1,0,4,0,5,0,2,0,113,2,3
"1907","Mergim Berisha",784,187,144,42,13,0,1,51,0,24,13,11,0,81,1,10
"1908","Mërgim Vojvoda",451,288,246,42,3,2,3,13,37,2,2,0,0,230,0,3
"1909","Merih Demiral",1073,398,351,47,23,0,3,1,1,0,0,0,0,330,0,1
"1910","Mert Müldür",6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"1911","Meshaal Barsham",180,63,38,24,4,0,0,0,0,0,0,0,0,45,1,0
"1912","Michael Estrada",225,50,48,1,0,1,0,0,1,0,0,0,0,28,1,1
"1913","Michael Gregoritsch",1113,264,257,5,1,1,1,7,3,0,0,0,0,143,2,7
"1914","Michael Keane",23,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1
"1915","Michael Olise",754,390,350,39,14,0,5,50,5,20,11,6,1,282,1,10
"1916","Michael Zetterer",62,32,27,5,2,0,0,0,0,0,0,0,0,21,0,0
"1917","Michail Antonio",607,118,114,4,1,0,0,10,2,0,0,0,0,62,0,3
"1918","Michel Aebischer",641,261,249,10,3,0,2,5,4,2,0,2,0,211,2,7
"1919","Michel Ndary Adopo",105,53,51,2,1,0,1,0,0,0,0,0,0,45,0,1
"1920","Michele Castagnetti",338,214,190,23,10,0,3,19,3,9,6,3,0,150,1,3
"1921","Michele Di Gregorio",1350,583,457,126,42,0,5,0,0,0,0,0,0,455,0,0
"1922","Michy Batshuayi",151,24,22,2,0,0,0,0,0,0,0,0,0,16,0,1
"1923","Mickaël Alphonse",652,380,300,79,3,0,0,20,76,0,0,0,0,240,1,12
"1924","Mickaël Barreto",144,60,54,6,2,0,0,9,2,2,0,1,0,46,0,2
"1925","Mickael Malsa",39,8,8,0,0,0,0,0,0,0,0,0,0,4,0,1
"1926","Mickey van de Ven",1350,782,732,50,21,0,6,3,29,0,0,0,0,686,0,2
"1927","Miguel Almirón",1255,482,466,12,0,0,2,15,8,4,0,0,0,400,4,11
"1928","Miguel Gutiérrez",908,489,407,81,6,1,0,40,73,2,0,0,0,382,1,10
"1929","Miguel Veloso",819,421,363,56,31,1,3,43,4,19,11,6,1,302,2,8
"1930","Miha Blažič",855,547,522,25,24,0,2,0,1,0,0,0,0,479,0,1
"1931","Mikael Ellertsson",171,40,39,1,0,0,0,3,0,1,1,0,0,24,0,1
"1932","Mike Maignan",810,300,261,36,9,0,0,0,0,0,0,0,0,239,3,0
"1933","Mikel Balenziaga",45,37,32,4,0,0,0,2,4,0,0,0,0,28,1,0
"1934","Mikel Merino",1124,669,648,16,14,6,7,10,1,1,0,0,0,506,5,16
"1935","Mikel Vesga",925,583,575,4,4,2,10,6,0,0,0,0,0,473,4,6
"1936","Miki Yamane",61,33,28,5,0,0,0,2,5,0,0,0,0,24,0,2
"1937","Mikkel Damsgaard",417,193,179,11,8,1,1,12,1,1,1,0,0,139,3,5
"1938","Mikkel Desler",1005,631,543,85,4,0,0,21,81,0,0,0,0,530,3,13
"1939","Milad Mohammadi",196,68,56,12,0,0,1,2,12,0,0,0,0,44,0,4
"1940","Milan Borjan",180,73,56,17,7,0,1,0,0,0,0,0,0,54,0,0
"1941","Milan Đurić",283,107,106,1,0,0,0,0,0,0,0,0,0,53,0,1
"1942","Milan Havel",424,127,101,25,2,0,0,10,23,0,0,0,0,92,1,3
"1943","Milan Škriniar",1635,1273,1213,58,36,0,8,1,20,0,0,0,0,1176,2,8
"1944","Miloš Degenek",112,56,35,21,3,0,0,1,18,0,0,0,0,34,0,2
"1945","Miloš Pantović",176,62,61,0,0,0,0,3,0,0,0,0,0,41,1,3
"1946","Miloš Veljković",1202,658,627,28,28,0,8,0,0,0,0,0,0,536,3,7
"1947","Mislav Oršić",496,176,155,21,3,3,1,16,3,13,3,3,0,124,0,9
"1948","Mitchel Bakker",1102,695,579,115,10,0,7,17,105,0,0,0,0,549,1,17
"1949","Mitchell Duke",199,52,49,3,0,0,0,1,0,0,0,0,0,31,0,2
"1950","Mitchell van Bergen",427,119,103,16,4,0,0,27,1,8,4,4,0,73,0,5
"1951","Mitchell Weiser",1287,653,510,142,2,6,6,30,140,0,0,0,0,477,1,24
"1952","Moanes Dabbur",422,142,136,5,0,0,1,3,0,0,0,0,0,103,1,5
"1953","Modou Biramé Ndiaye",182,61,61,0,0,0,1,0,0,0,0,0,0,46,0,2
"1954","Mohamed Achi",36,21,20,1,0,0,0,1,0,1,0,1,0,18,0,0
"1955","Mohamed Ali Ben Romdhane",73,22,22,0,0,0,0,1,0,0,0,0,0,14,0,2
"1956","Mohamed Ali Cho",243,49,44,4,0,0,0,13,0,0,0,0,0,32,1,2
"1957","Mohamed Camara",1175,616,595,19,16,2,9,7,3,0,0,0,0,532,2,10
"1958","Mohamed Dräger",132,50,33,17,0,0,0,3,17,0,0,0,0,36,0,4
"1959","Mohamed Elneny",95,56,56,0,0,0,0,0,0,0,0,0,0,54,0,1
"1960","Mohamed Elyounoussi",985,303,293,9,1,5,1,20,6,1,1,0,0,201,1,10
"1961","Mohamed Kanno",180,116,112,4,4,0,1,0,0,0,0,0,0,96,0,0
"1962","Mohamed Lamine Bayo",215,46,41,5,0,0,0,2,0,0,0,0,0,25,0,1
"1963","Mohamed Salah",1680,525,506,14,0,6,2,16,9,0,0,0,0,403,5,13
"1964","Mohamed Simakan",1152,876,774,100,16,1,6,13,84,0,0,0,0,714,2,20
"1965","Mohamed Tijani",168,71,63,8,6,0,2,0,0,0,0,0,0,55,0,0
"1966","Mohamed Youssouf",846,537,420,114,7,0,0,48,107,0,0,0,0,392,3,20
"1967","Mohammad Abu Fani",400,230,218,10,2,0,5,2,2,5,0,0,0,198,2,4
"1968","Mohammed Al-Breik",65,48,42,6,1,0,0,2,5,0,0,0,0,39,0,0
"1969","Mohammed Al-Owais",180,55,33,22,6,0,1,0,0,0,0,0,0,38,0,0
"1970","Mohammed Daramy",389,124,113,11,1,0,0,4,4,0,0,0,0,97,0,8
"1971","Mohammed Muntari",63,19,19,0,0,0,0,0,0,0,0,0,0,17,0,0
"1972","Mohammed Salisu",1440,858,774,80,25,1,9,11,55,0,0,0,0,637,4,9
"1973","Mohammed Waad",28,12,12,0,0,0,0,1,0,0,0,0,0,9,0,1
"1974","Moi Gómez",1139,618,538,75,32,1,20,66,3,39,16,18,0,496,5,18
"1975","Moise Kean",600,117,114,1,0,1,1,4,0,0,0,0,0,85,2,5
"1976","Moisés Caicedo",1514,918,910,8,6,6,3,9,2,0,0,0,0,791,0,15
"1977","Moises Parra Gutierrez",10,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
"1978","Monchu",659,333,270,57,32,2,7,36,0,25,6,14,0,250,6,3
"1979","Montassar Talbi",1620,831,793,38,15,0,3,1,0,0,0,0,0,733,0,7
"1980","Morgan Gibbs-White",1216,505,425,73,28,8,3,66,6,35,14,19,1,328,7,13
"1981","Morgan Sanson",1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
"1982","Moritz Jenz",540,457,445,12,11,0,1,0,1,0,0,0,0,427,0,1
"1983","Morten Hjulmand",1174,449,425,22,21,0,6,1,0,0,0,0,0,343,2,10
"1984","Morten Thorsby",433,93,88,4,0,0,1,0,0,0,0,0,0,63,1,1
"1985","Morteza Pouraliganji",270,129,123,6,4,0,3,2,0,0,0,0,0,92,0,3
"1986","Mory Diaw",1350,535,363,170,60,0,2,0,0,0,0,0,0,362,2,0
"1987","Moses Simon",1097,331,302,26,5,1,2,65,4,17,5,8,0,211,3,18
"1988","Mostafa Mohamed",840,141,130,11,0,0,0,5,1,0,0,0,0,84,0,7
"1989","Mouctar Diakhaby",791,442,433,9,7,0,9,0,0,0,0,0,0,373,0,3
"1990","Mouhamadou Diarra",437,172,167,5,1,0,0,4,4,0,0,0,0,129,0,4
"1991","Moumi Ngamaleu",10,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
"1992","Mounaim El Idrissy",1062,259,234,22,0,0,0,11,1,0,0,0,0,182,3,8
"1993","Moussa Dembélé",576,122,109,13,0,0,0,2,1,0,0,0,0,92,0,8
"1994","Moussa Diaby",1756,671,624,43,6,6,3,62,13,7,5,0,0,501,4,17
"1995","Moussa Diarra",553,241,214,26,10,0,2,5,16,0,0,0,0,203,1,5
"1996","Moussa Djenepo",526,203,177,25,3,0,2,9,22,0,0,0,0,149,1,9
"1997","Moussa Niakhate",160,50,47,3,3,0,0,0,0,0,0,0,0,38,0,1
"1998","Moussa Sissoko",698,270,260,10,9,0,1,10,1,0,0,0,0,204,0,9
"1999","Muhammed Damar",128,50,49,1,0,0,0,1,1,0,0,0,0,40,0,0
"2000","Muhammed Saracevic Cham",865,462,416,41,18,8,1,29,4,16,10,4,0,368,5,13
"2001","Munir",90,28,15,13,0,0,0,0,0,0,0,0,0,19,0,0
"2002","Munir El Haddadi",234,87,77,7,4,0,0,6,2,1,0,0,0,56,3,6
"2003","Musa Barrow",688,261,217,42,8,1,9,49,5,27,10,15,0,178,2,8
"2004","Musab Kheder",6,3,1,2,1,0,1,0,1,0,0,0,0,3,0,0
"2005","Mykhailo Mudryk",516,154,137,17,7,5,0,21,1,9,3,5,1,111,0,3
"2006","Mykola Matviyenko",540,444,399,44,11,0,2,0,0,0,0,0,0,393,1,3
"2007","Myron Boadu",18,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
"2008","Myziane Maolida",68,9,8,0,0,0,0,0,0,0,0,0,0,3,1,0
"2009","N'Golo Kanté",174,129,128,0,0,0,0,3,0,0,0,0,0,107,1,4
"2010","Na Sang-ho",119,37,36,1,0,0,1,8,1,0,0,0,0,24,0,3
"2011","Nabil Bentaleb",1073,754,673,77,46,3,8,44,1,30,25,4,0,589,4,10
"2012","Nabil Fekir",426,234,205,28,13,1,2,19,2,12,4,7,0,185,1,5
"2013","Nabil Touaizi",3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2014","Nacho",420,297,284,13,4,0,1,0,9,0,0,0,0,279,0,1
"2015","Nacho Vidal",891,459,351,106,3,2,1,20,103,0,0,0,0,354,2,9
"2016","Nader Ghandri",90,33,32,1,0,0,0,0,0,0,0,0,0,27,0,0
"2017","Nadiem Amiri",545,267,253,10,4,2,1,4,1,2,1,1,0,215,4,12
"2018","Nadir Zortea",189,79,65,14,0,1,0,9,14,0,0,0,0,44,0,6
"2019","Nahuel Molina",1419,982,805,173,7,1,0,77,160,6,4,2,0,715,4,18
"2020","Naïm Sliti",114,51,42,9,2,0,0,13,2,5,2,2,0,29,0,0
"2021","Nampalys Mendy",334,190,185,5,5,0,5,2,0,0,0,0,0,161,0,8
"2022","Naouirou Ahamada",1231,457,444,12,3,1,1,6,5,0,0,0,0,387,1,12
"2023","Nasser Al-Dawsari",5,11,11,0,0,0,0,1,0,0,0,0,0,11,0,0
"2024","Nathan Aké",1024,1115,1082,31,9,0,7,2,22,0,0,0,0,1041,2,4
"2025","Nathan Collins",1022,632,620,11,10,0,7,0,1,0,0,0,0,566,1,2
"2026","Nathan N'Goumou",265,89,77,11,1,0,0,5,10,0,0,0,0,69,1,5
"2027","Nathan Patterson",767,379,290,88,2,1,0,17,86,0,0,0,0,287,1,7
"2028","Nathan Redmond",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2029","Nathanael Mbuku",66,27,25,2,2,0,0,2,0,0,0,0,0,22,0,2
"2030","Nathaniel Atkinson",84,34,24,10,2,0,1,0,8,0,0,0,0,27,0,0
"2031","Nathaniel Chalobah",11,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
"2032","Nathaniel Clyne",580,333,274,59,1,0,2,5,58,0,0,0,0,277,0,3
"2033","Nathaniel Phillips",66,82,80,2,2,0,2,0,0,0,0,0,0,71,0,0
"2034","Nawaf Al Abed",88,39,36,3,1,0,1,2,0,2,0,1,0,33,0,0
"2035","Nayef Aguerd",256,142,133,8,7,0,1,0,0,0,0,0,0,120,1,0
"2036","Neal Maupay",553,115,101,13,1,0,0,1,1,0,0,0,0,92,1,7
"2037","Neco Williams",1282,651,504,145,21,3,6,64,113,11,5,6,0,429,2,20
"2038","Nedim Bajrami",814,286,251,35,6,0,3,29,8,15,9,3,0,211,0,8
"2039","Neeskens Kebano",713,188,186,2,0,0,1,20,0,2,0,0,0,139,0,15
"2040","Nehuén Pérez",1056,756,687,68,20,0,23,9,48,0,0,0,0,636,1,8
"2041","Nélson Semedo",675,329,273,55,0,2,0,15,55,0,0,0,0,266,1,6
"2042","Nelson Weiper",4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2043","Nemanja Gudelj",1587,892,851,40,34,0,9,0,3,0,0,0,0,812,1,4
"2044","Nemanja Maksimović",809,232,222,10,2,0,0,5,0,1,0,0,0,190,0,2
"2045","Nemanja Matić",801,587,561,23,20,1,8,2,2,1,0,0,0,500,3,8
"2046","Nemanja Radonjić",748,243,224,18,0,1,3,38,4,14,6,5,0,150,1,8
"2047","Néstor Araujo",90,53,48,5,0,0,0,2,5,0,0,0,0,44,0,1
"2048","Neta Lavi",469,274,266,7,7,1,0,2,0,0,0,0,0,229,1,5
"2049","Neto",675,219,145,74,17,0,1,0,0,0,0,0,0,145,0,0
"2050","Neto Borges",991,540,448,92,4,2,0,36,88,0,0,0,0,422,0,17
"2051","Neven Đurasek",91,36,36,0,0,0,0,0,0,0,0,0,0,33,0,0
"2052","Neymar",1608,1295,1176,110,37,25,5,54,14,50,28,7,0,1040,9,24
"2053","Nick Pope",1350,384,270,114,35,0,1,0,0,0,0,0,0,250,0,0
