"","player_name","citizenship"
"1607","Mads Bech Sörensen","Denmark"
"1608","Dante","Brazil"
"1609","Melvin Bard","France"
"1610","Joe Bryan","England"
"1611","Youcef Atal","Algeria"
"1612","Jordan Lotomba","Switzerland"
"1613","Jordan Lotomba","DR"
"1614","Antoine Mendy","France"
"1615","Antoine Mendy","Senegal"
"1616","Khéphren Thuram","France"
"1617","Khéphren Thuram","Guadeloupe"
"1618","Pablo Rosario","Netherlands"
"1619","Pablo Rosario","Dominican"
"1620","Mario Lemina","Gabon"
"1621","Mario Lemina","France"
"1622","Alexis Beka Beka","France"
"1623","Alexis Beka Beka","Congo"
"1624","Morgan Schneiderlin","France"
"1625","Ross Barkley","England"
"1626","Hicham Boudaoui","Algeria"
"1627","Aaron Ramsey","Wales"
"1628","Sofiane Diop","France"
"1629","Sofiane Diop","Senegal"
"1630","Billal Brahimi","Algeria"
"1631","Billal Brahimi","France"
"1632","Rares Ilie","Romania"
"1633","Nicolas Pépé","Cote"
"1634","Nicolas Pépé","d'Ivoire"
"1635","Lucas Da Cunha","France"
"1636","Lucas Da Cunha","Portugal"
"1637","Badredine Bouanani","France"
"1638","Badredine Bouanani","Algeria"
"1639","Gaëtan Laborde","France"
"1640","Andy Delort","Algeria"
"1641","Andy Delort","France"
"1642","Lucas Chevalier","France"
"1643","Léo Jardim","Brazil"
"1644","Léo Jardim","Italy"
"1645","Adam Jakubech","Slovakia"
"1646","Tiago Djaló","Portugal"
"1647","Tiago Djaló","Guinea-Bissau"
"1648","Bafodé Diakité","France"
"1649","Bafodé Diakité","Guinea"
"1650","Alexsandro","Brazil"
"1651","Leny Yoro","France"
"1652","José Fonte","Portugal"
"1653","Gabriel Gudmundsson","Sweden"
"1654","Ismaily","Brazil"
"1655","Akim Zedadka","Algeria"
"1656","Akim Zedadka","France"
"1657","Benjamin André","France"
"1658","Jonas Martin","France"
"1659","André Gomes","Portugal"
"1660","Carlos Baleba","Cameroon"
"1661","Angel Gomes","England"
"1662","Angel Gomes","Portugal"
"1663","Rémy Cabella","France"
"1664","Rémy Cabella","Italy"
"1665","Jonathan Bamba","France"
"1666","Jonathan Bamba","Cote"
"1667","Alan Virginius","France"
"1668","Adam Ounas","Algeria"
"1669","Adam Ounas","France"
"1670","Edon Zhegrova","Kosovo"
"1671","Isaac Lihadji","France"
"1672","Isaac Lihadji","Comoros"
"1673","Jonathan David","Canada"
"1674","Jonathan David","United"
"1675","Timothy Weah","United"
"1676","Timothy Weah","States"
"1677","Mohamed Bayo","Guinea"
"1678","Mohamed Bayo","France"
"1679","Brice Samba","France"
"1680","Brice Samba","Congo"
"1681","Wuilker Fariñez","Venezuela"
"1682","Jean-Louis Leca","France"
"1683","Yannick Pandor","Comoros"
"1684","Yannick Pandor","France"
"1685","Facundo Medina","Argentina"
"1686","Kevin Danso","Austria"
"1687","Jonathan Gradit","France"
"1688","Steven Fortes","Cape"
"1689","Steven Fortes","Verde"
"1690","Adrien Louveau","France"
"1691","Deiver Machado","Colombia"
"1692","Massadio Haidara","Mali"
"1693","Massadio Haidara","France"
"1694","Ismaël Boura","France"
"1695","Ismaël Boura","Comoros"
"1696","Julien Le Cardinal","France"
"1697","Salis Abdul Samed","Ghana"
"1698","Jean Onana","Cameroon"
"1699","Lukasz Poreba","Poland"
"1700","Seko Fofana","Cote"
"1701","Seko Fofana","d'Ivoire"
"1702","Yaya Fofana","Mali"
"1703","Przemyslaw Frankowski","Poland"
"1704","Jimmy Cabot","France"
"1705","David Costa","Portugal"
"1706","David Costa","France"
"1707","Alexis Claude-Maurice","France"
"1708","Alexis Claude-Maurice","Guadeloupe"
"1709","Wesley Saïd","France"
"1710","Wesley Saïd","Comoros"
"1711","Loïs Openda","Belgium"
"1712","Loïs Openda","Morocco"
"1713","Adam Buksa","Poland"
"1714","Florian Sotoca","France"
"1715","Jonas Omlin","Switzerland"
"1716","Dimitry Bertaud","France"
"1717","Dimitry Bertaud","DR"
"1718","Bingourou Kamara","Senegal"
"1719","Bingourou Kamara","France"
"1720","Matis Carvalho","Portugal"
"1721","Matis Carvalho","France"
"1722","Maxime Estève","France"
"1723","Christopher Jullien","France"
"1724","Mamadou Sakho","France"
"1725","Mamadou Sakho","Senegal"
"1726","Pedro Mendes","Portugal"
"1727","Enzo Tchato","Cameroon"
"1728","Enzo Tchato","France"
"1729","Faitout Maouassa","France"
"1730","Faitout Maouassa","Congo"
"1731","Nicolas Cozza","France"
"1732","Nicolas Cozza","Italy"
"1733","Théo Sainte-Luce","France"
"1734","Théo Sainte-Luce","Guadeloupe"
"1735","Thibault Tamas","France"
"1736","Thibault Tamas","Guadeloupe"
"1737","Falaye Sacko","Mali"
"1738","Arnaud Souquet","France"
"1739","Mathías Suárez","Uruguay"
"1740","Joris Chotard","France"
"1741","Jordan Ferri","France"
"1742","Léo Leroy","France"
"1743","Sacha Delaye","France"
"1744","Khalil Fayad","France"
"1745","Khalil Fayad","Morocco"
"1746","Téji Savanier","France"
"1747","Téji Savanier","Algeria"
"1748","Stephy Mavididi","England"
"1749","Stephy Mavididi","DR"
"1750","Béni Makouana","Congo"
"1751","Arnaud Nordin","France"
"1752","Arnaud Nordin","Martinique"
"1753","Elye Wahi","France"
"1754","Elye Wahi","Cote"
"1755","Wahbi Khazri","Tunisia"
"1756","Wahbi Khazri","France"
"1757","Valère Germain","France"
"1758","Alban Lafont","France"
"1759","Alban Lafont","Burkina"
"1760","Rémy Descamps","France"
"1761","Denis Petric","Slovenia"
"1762","Denis Petric","Serbia"
"1763","Andrei Girotto","Brazil"
"1764","Andrei Girotto","Italy"
"1765","Jean-Charles Castelletto","Cameroon"
"1766","Jean-Charles Castelletto","France"
"1767","Nicolas Pallois","France"
"1768","Robin Voisine","France"
"1769","Quentin Merlin","France"
"1770","Charles Traoré","Mali"
"1771","Charles Traoré","France"
"1772","Fabien Centonze","France"
"1773","Dennis Appiah","France"
"1774","Dennis Appiah","Ghana"
"1775","Fábio","Brazil"
"1776","Fábio","Portugal"
"1777","Sébastien Corchia","France"
"1778","Sébastien Corchia","Italy"
"1779","Pedro Chirivella","Spain"
"1780","Lohann Doucet","France"
"1781","Lohann Doucet","Burkina"
"1782","Samuel Moutoussamy","DR"
"1783","Samuel Moutoussamy","Congo"
"1784","Moussa Sissoko","France"
"1785","Moussa Sissoko","Mali"
"1786","Mohamed Achi","France"
"1787","Mohamed Achi","Morocco"
"1788","Ludovic Blas","France"
"1789","Ludovic Blas","Martinique"
"1790","Gor Manvelyan","France"
"1791","Gor Manvelyan","Armenia"
"1792","Samuel Yépié Yépié","France"
"1793","Samuel Yépié Yépié","Cote"
"1794","Moses Simon","Nigeria"
"1795","Marcus Coco","France"
"1796","Marcus Coco","Guadeloupe"
"1797","Abdoul Kader Bamba","France"
"1798","Abdoul Kader Bamba","Senegal"
"1799","Mostafa Mohamed","Egypt"
"1800","Evann Guessand","France"
"1801","Evann Guessand","Cote"
"1802","Ignatius Ganago","Cameroon"
"1803","Ignatius Ganago","Nigeria"
"1804","Joe-Loic Affamah","France"
"1805","Joe-Loic Affamah","Togo"
"1806","Matz Sels","Belgium"
"1807","Eiji Kawashima","Japan"
"1808","Robin Risser","France"
"1809","Alexandre Pierre","Haiti"
"1810","Alexandre Pierre","France"
"1811","Alexander Djiku","Ghana"
"1812","Alexander Djiku","France"
"1813","Gerzino Nyamsi","France"
"1814","Gerzino Nyamsi","Cameroon"
"1815","Lucas Perrin","France"
"1816","Ismaël Doukouré","France"
"1817","Ismaël Doukouré","Cote"
"1818","Maxime Le Marchand","France"
"1819","Thomas Delaine","France"
"1820","Colin Dagba","France"
"1821","Colin Dagba","Benin"
"1822","Ronaël Pierre-Gabriel","France"
"1823","Ronaël Pierre-Gabriel","Martinique"
"1824","Karol Fila","Poland"
"1825","Ibrahima Sissoko","France"
"1826","Ibrahima Sissoko","Mali"
"1827","Jean-Eudes Aholou","Cote"
"1828","Jean-Eudes Aholou","d'Ivoire"
"1829","Habib Diarra","France"
"1830","Habib Diarra","Senegal"
"1831","Jean-Ricner Bellegarde","France"
"1832","Jean-Ricner Bellegarde","Haiti"
"1833","Sanjin Prcic","Bosnia-Herzegovina"
"1834","Sanjin Prcic","France"
"1835","Dimitri Liénard","France"
"1836","Adrien Thomasson","France"
"1837","Adrien Thomasson","Croatia"
"1838","Nordine Kandil","France"
"1839","Nordine Kandil","Morocco"
"1840","Habib Diallo","Senegal"
"1841","Habib Diallo","France"
"1842","Ludovic Ajorque","France"
"1843","Ludovic Ajorque","Réunion"
"1844","Kévin Gameiro","France"
"1845","Lebo Mothiba","South"
"1846","Lebo Mothiba","Africa"
"1847","Patrick Pentz","Austria"
"1848","Yehvann Diouf","France"
"1849","Yehvann Diouf","Senegal"
"1850","Nicolas Penneteau","France"
"1851","Florent Duparchy","France"
"1852","Andreaw Gravillon","Guadeloupe"
"1853","Andreaw Gravillon","France"
"1854","Emmanuel Agbadou","Cote"
"1855","Emmanuel Agbadou","d'Ivoire"
"1856","Yunis Abdelhamid","Morocco"
"1857","Yunis Abdelhamid","France"
"1858","Bradley Locko","France"
"1859","Bradley Locko","Congo"
"1860","Thibault De Smet","Belgium"
"1861","Thomas Foket","Belgium"
"1862","Maxime Busi","Belgium"
"1863","Azor Matusiwa","Netherlands"
"1864","Azor Matusiwa","Angola"
"1865","Marshall Munetsi","Zimbabwe"
"1866","Jens Cajuste","Sweden"
"1867","Jens Cajuste","United"
"1868","Dion Lopy","Senegal"
"1869","Martin Adeline","France"
"1870","Kamory Doumbia","Mali"
"1871","Rafik Guitane","France"
"1872","Rafik Guitane","Algeria"
"1873","Nathanaël Mbuku","France"
"1874","Nathanaël Mbuku","DR"
"1875","Arbër Zeneli","Kosovo"
"1876","Arbër Zeneli","Sweden"
"1877","Mitchell van Bergen","Netherlands"
"1878","Junya Ito","Japan"
"1879","Alexis Flips","France"
"1880","Folarin Balogun","England"
"1881","Folarin Balogun","United"
"1882","Kaj Sierhuis","Netherlands"
"1883","Noah Jean Holm","Norway"
"1884","Timothé Nkada","France"
"1885","Timothé Nkada","Cameroon"
"1886","Yvon Mvogo","Switzerland"
"1887","Yvon Mvogo","Cameroon"
"1888","Vito Mannone","Italy"
"1889","Teddy Bartouche","France"
"1890","Teddy Bartouche","Guadeloupe"
"1891","Montassar Talbi","Tunisia"
"1892","Montassar Talbi","France"
"1893","Chrislain Matsima","France"
"1894","Chrislain Matsima","Congo"
"1895","Julien Laporte","France"
"1896","Maxime Wackers","France"
"1897","Vincent Le Goff","France"
"1898","Darlin Yongwa","Cameroon"
"1899","Samuel Loric","France"
"1900","Gédéon Kalulu","DR"
"1901","Gédéon Kalulu","Congo"
"1902","Igor Silva","Brazil"
"1903","Théo Le Bris","France"
"1904","Laurent Abergel","France"
"1905","Bonke Innocent","Nigeria"
"1906","Bamo Meïté","Cote"
"1907","Bamo Meïté","d'Ivoire"
"1908","Enzo Le Fée","France"
"1909","Adil Aouchiche","France"
"1910","Adil Aouchiche","Algeria"
"1911","Julien Ponceau","France"
"1912","Julien Ponceau","Angola"
"1913","Quentin Boisgard","France"
"1914","Yoann Cathline","France"
"1915","Dango Ouattara","Burkina"
"1916","Dango Ouattara","Faso"
"1917","Stéphane Diarra","Cote"
"1918","Stéphane Diarra","d'Ivoire"
"1919","Terem Moffi","Nigeria"
"1920","Ibrahima Koné","Mali"
"1921","Adrian Grbic","Austria"
"1922","Adrian Grbic","Croatia"
"1923","Siriné Doucouré","France"
"1924","Siriné Doucouré","Mali"
"1925","Gauthier Gallon","France"
"1926","Mateusz Lis","Poland"
"1927","Jessy Moulin","France"
"1928","Jackson Porozo","Ecuador"
"1929","Erik Palmer-Brown","United"
"1930","Erik Palmer-Brown","States"
"1931","Yoann Salmier","French"
"1932","Yoann Salmier","Guiana"
"1933","Tanguy Zoukrou","France"
"1934","Tanguy Zoukrou","Cote"
"1935","Adil Rami","France"
"1936","Adil Rami","Morocco"
"1937","Eric N'Jo","France"
"1938","Eric N'Jo","Cameroon"
"1939","Gabriel Mutombo","France"
"1940","Gabriel Mutombo","DR"
"1941","Yasser Larouci","France"
"1942","Yasser Larouci","Algeria"
"1943","Abdu Conté","Portugal"
"1944","Abdu Conté","Guinea-Bissau"
"1945","Thierno Baldé","France"
"1946","Thierno Baldé","Guinea"
"1947","Andreas Bruus","Denmark"
"1948","Lucien Agoumé","France"
"1949","Lucien Agoumé","Cameroon"
"1950","Rominigue Kouamé","Mali"
"1951","Rominigue Kouamé","Cote"
"1952","Florian Tardieu","France"
"1953","Ante Palaversa","Croatia"
"1954","Tristan Dingomé","Cameroon"
"1955","Tristan Dingomé","France"
"1956","Xavier Chavalerin","France"
"1957","Papa Ndiaga Yade","Senegal"
"1958","Amar Abdirahman Ahmed","Sweden"
"1959","Amar Abdirahman Ahmed","Somalia"
"1960","Levi Lumeka","England"
"1961","Levi Lumeka","DR"
"1962","Wilson Odobert","France"
"1963","Rony Lopes","Portugal"
"1964","Rony Lopes","Brazil"
"1965","Renaud Ripart","France"
"1966","Marlos Moreno","Colombia"
"1967","Mama Baldé","Guinea-Bissau"
"1968","Mama Baldé","Portugal"
"1969","Iké Ugbo","Canada"
"1970","Iké Ugbo","England"
"1971","Marco Bizot","Netherlands"
"1972","Joaquín Blázquez","Argentina"
"1973","Joaquín Blázquez","Italy"
"1974","Grégoire Coudert","France"
"1975","Brendan Chardonnet","France"
"1976","Jean-Kévin Duverne","France"
"1977","Jean-Kévin Duverne","Haiti"
"1978","Lilian Brassier","France"
"1979","Lilian Brassier","Guadeloupe"
"1980","Achraf Dari","Morocco"
"1981","Christophe Hérelle","Martinique"
"1982","Christophe Hérelle","France"
"1983","Jere Uronen","Finland"
"1984","Noah Fadiga","Senegal"
"1985","Noah Fadiga","Belgium"
"1986","Pierre Lees-Melou","France"
"1987","Haris Belkebla","Algeria"
"1988","Haris Belkebla","France"
"1989","Mahdi Camara","France"
"1990","Mahdi Camara","The"
"1991","Hugo Magnetti","France"
"1992","Mathias Pereira Lage","France"
"1993","Mathias Pereira Lage","Portugal"
"1994","Axel Camblan","France"
"1995","Franck Honorat","France"
"1996","Romain Del Castillo","France"
"1997","Romain Del Castillo","Spain"
"1998","Karamoko Dembélé","England"
"1999","Karamoko Dembélé","Scotland"
"2000","Taïryk Arconte","France"
"2001","Taïryk Arconte","Guadeloupe"
"2002","Steve Mounié","Benin"
"2003","Steve Mounié","France"
"2004","Jérémy Le Douaron","France"
"2005","Irvin Cardona","France"
"2006","Irvin Cardona","Malta"
"2007","Islam Slimani","Algeria"
"2008","Paul Bernardoni","France"
"2009","Yahia Fofana","France"
"2010","Yahia Fofana","Cote"
"2011","Melvin Zinga","France"
"2012","Melvin Zinga","Congo"
"2013","Théo Borne","France"
"2014","Cédric Hountondji","Benin"
"2015","Cédric Hountondji","France"
"2016","Miha Blazic","Slovenia"
"2017","Ousmane Camara","France"
"2018","Ousmane Camara","Mali"
"2019","Souleyman Doumbia","Cote"
"2020","Souleyman Doumbia","d'Ivoire"
"2021","Ilyes Chetti","Algeria"
"2022","Yan Valery","Tunisia"
"2023","Yan Valery","France"
"2024","Halid Sabanovic","Bosnia-Herzegovina"
"2025","Abdoulaye Bamba","Cote"
"2026","Abdoulaye Bamba","d'Ivoire"
"2027","Ali Kalla","France"
"2028","Ali Kalla","Cameroon"
"2029","Batista Mendy","France"
"2030","Batista Mendy","Guinea-Bissau"
"2031","Ibrahim Amadou","France"
"2032","Ibrahim Amadou","Cameroon"
"2033","Zinédine Ould Khaled","France"
"2034","Zinédine Ould Khaled","Algeria"
"2035","Nabil Bentaleb","Algeria"
"2036","Nabil Bentaleb","France"
"2037","Azzedine Ounahi","Morocco"
"2038","Antonin Bobichon","France"
"2039","Yassin Belkhdim","Morocco"
"2040","Yassin Belkhdim","France"
"2041","Pierrick Capelle","France"
"2042","Himad Abdelli","France"
"2043","Himad Abdelli","Algeria"
"2044","Waniss Taïbi","France"
"2045","Waniss Taïbi","Algeria"
"2046","Jean-Mattéo Bahoya","France"
"2047","Jean-Mattéo Bahoya","Cameroon"
"2048","Sofiane Boufal","Morocco"
"2049","Sofiane Boufal","France"
"2050","Marin Jakolis","Croatia"
"2051","Farid El Melali","Algeria"
"2052","Farid El Melali","France"
"2053","Abdallah Sima","Senegal"
"2054","Sada Thioub","Senegal"
"2055","Sada Thioub","France"
"2056","Adrien Hunou","France"
"2057","Adrien Hunou","Poland"
"2058","Amine Salama","France"
"2059","Amine Salama","Morocco"
"2060","Loïs Diony","France"
"2061","Loïs Diony","Martinique"
"2062","Ulrick Eneme-Ella","Gabon"
"2063","Ulrick Eneme-Ella","France"
"2064","Maxime Dupé","France"
"2065","Isak Pettersson","Sweden"
"2066","Kjetil Haug","Norway"
"2067","Thomas Himeur","France"
"2068","Thomas Himeur","Algeria"
"2069","Anthony Rouault","France"
"2070","Rasmus Nicolaisen","Denmark"
"2071","Logan Costa","Cape"
"2072","Logan Costa","Verde"
"2073","Kévin Keben","Cameroon"
"2074","Issiaga Sylla","Guinea"
"2075","Oliver Zandén","Sweden"
"2076","Moussa Diarra","Mali"
"2077","Moussa Diarra","France"
"2078","Mikkel Desler","Denmark"
"2079","Stijn Spierings","Netherlands"
"2080","Branco van den Boomen","Netherlands"
"2081","Brecht Dejaegere","Belgium"
"2082","Theocharis Tsingaras","Greece"
"2083","Farès Chaïbi","France"
"2084","Farès Chaïbi","Algeria"
"2085","Denis Genreau","Australia"
"2086","Denis Genreau","France"
"2087","Veljko Birmancevic","Serbia"
"2088","Rafael Ratão","Brazil"
"2089","Junior Flemmings","Jamaica"
"2090","Zakaria Aboukhlal","Morocco"
"2091","Zakaria Aboukhlal","Netherlands"
"2092","Rhys Healey","England"
"2093","Thijs Dallinga","Netherlands"
"2094","Ado Onaiwu","Japan"
"2095","Yanis Begraoui","France"
"2096","Yanis Begraoui","Morocco"
"2097","Mory Diaw","Senegal"
"2098","Mory Diaw","France"
"2099","Ouparine Djoco","France"
"2100","Ouparine Djoco","Senegal"
"2101","Lucas Margueron","France"
"2102","Alidu Seidu","Ghana"
"2103","Mateusz Wieteska","Poland"
"2104","Maximiliano Caufriez","Belgium"
"2105","Florent Ogier","France"
"2106","Souleymane Cissé","France"
"2107","Souleymane Cissé","Senegal"
"2108","Neto Borges","Brazil"
"2109","Arial Mendy","Senegal"
"2110","Baïla Diallo","Senegal"
"2111","Baïla Diallo","France"
"2112","Mehdi Zeffane","Algeria"
"2113","Mehdi Zeffane","France"
"2114","Oliver Kamdem","France"
"2115","Oliver Kamdem","Cameroon"
"2116","Yohann Magnin","France"
"2117","Maxime Gonalons","France"
"2118","Johan Gastien","France"
"2119","Brandon Baiye","Belgium"
"2120","Yanis Massolin","France"
"2121","Yanis Massolin","Martinique"
"2122","Muhammed Cham","Austria"
"2123","Saîf-Eddine Khaoui","Tunisia"
"2124","Saîf-Eddine Khaoui","France"
"2125","Elbasan Rashani","Kosovo"
"2126","Elbasan Rashani","Norway"
"2127","Jim Allevinah","Gabon"
"2128","Jim Allevinah","France"
"2129","Jérémie Bela","Angola"
"2130","Jérémie Bela","France"
"2131","Jodel Dossou","Benin"
"2132","Komnen Andric","Serbia"
"2133","Grejohn Kyei","France"
"2134","Grejohn Kyei","Ghana"
"2135","Benoît Costil","France"
"2136","Donovan Léon","French"
"2137","Donovan Léon","Guiana"
"2138","Théo De Percin","France"
"2139","Théo De Percin","Martinique"
"2140","Jubal","Brazil"
"2141","Théo Pellenard","France"
"2142","Julian Jeanvier","Guinea"
"2143","Julian Jeanvier","France"
"2144","Denys Bain","France"
"2145","Denys Bain","Benin"
"2146","Alexandre Coeff","France"
"2147","Alexandre Coeff","Algeria"
"2148","Gideon Mensah","Ghana"
"2149","Kenji-Van Boto","Madagascar"
"2150","Kenji-Van Boto","France"
"2151","Quentin Bernard","France"
"2152","Paul Joly","France"
"2153","Brayann Pereira","France"
"2154","Brayann Pereira","Congo"
"2155","Birama Touré","Mali"
"2156","Rayan Raveloson","Madagascar"
"2157","Rayan Raveloson","France"
"2158","Ousoumane Camara","France"
"2159","Natanaël Bouekou","France"
"2160","Natanaël Bouekou","Congo"
"2161","Kays Ruiz-Atil","Morocco"
"2162","Kays Ruiz-Atil","France"
"2163","Gaëtan Perrin","France"
"2164","Hamza Sakhi","Morocco"
"2165","Hamza Sakhi","France"
"2166","Youssouf M'Changama","Comoros"
"2167","Youssouf M'Changama","France"
"2168","Mathias Autret","France"
"2169","Mathias Autret","Portugal"
"2170","Kévin Danois","France"
"2171","Kévin Danois","Guadeloupe"
"2172","Ousmane Camara","Guinea"
"2173","Rémy Dugimont","France"
"2174","Gauthier Hein","France"
"2175","Lassine Sinayoko","Mali"
"2176","Lassine Sinayoko","France"
"2177","M'Baye Niang","Senegal"
"2178","M'Baye Niang","France"
"2179","Nuno Da Costa","Cape"
"2180","Nuno Da Costa","Verde"
"2181","Gaëtan Charbonnier","France"
"2182","Idjessi Metsoko","Togo"
"2183","Idjessi Metsoko","France"
"2184","Benjamin Leroy","France"
"2185","François-Joseph Sollacaro","France"
"2186","Ghjuvanni Quilichini","France"
"2187","Oumar Gonzalez","Cameroon"
"2188","Oumar Gonzalez","France"
"2189","Clément Vidal","France"
"2190","Fernand Mayembo","Congo"
"2191","Fernand Mayembo","France"
"2192","Cédric Avinel","Guadeloupe"
"2193","Cédric Avinel","France"
"2194","Youssouf Koné","Mali"
"2195","Ismaël Diallo","Cote"
"2196","Ismaël Diallo","d'Ivoire"
"2197","Chaker Alhadhur","Comoros"
"2198","Chaker Alhadhur","France"
"2199","Mickaël Alphonse","Guadeloupe"
"2200","Mickaël Alphonse","France"
"2201","Mohamed Youssouf","Comoros"
"2202","Mohamed Youssouf","France"
"2203","Vincent Marchetti","France"
"2204","Qazim Laçi","Albania"
"2205","Qazim Laçi","Greece"
"2206","Thomas Mangani","France"
"2207","Thomas Mangani","Italy"
"2208","Mathieu Coutadeur","France"
"2209","Alassane N'Diaye","France"
"2210","Alassane N'Diaye","Senegal"
"2211","Yanis Cimignani","France"
"2212","Yanis Cimignani","Burkina"
"2213","Mickaël Barreto","France"
"2214","Mickaël Barreto","Portugal"
"2215","Florian Chabrolle","France"
"2216","Florian Chabrolle","Algeria"
"2217","Youcef Belaïli","Algeria"
"2218","Kevin Spadanuda","Switzerland"
"2219","Kevin Spadanuda","Italy"
"2220","Jean Botué","Burkina"
"2221","Jean Botué","Faso"
"2222","Cyrille Bayala","Burkina"
"2223","Cyrille Bayala","Faso"
"2224","Riad Nouri","France"
"2225","Riad Nouri","Algeria"
"2226","Mounaïm El Idrissy","France"
"2227","Mounaïm El Idrissy","Morocco"
"2228","Bevic Moussiti-Oko","Congo"
"2229","Bevic Moussiti-Oko","France"
"2230","Romain Hamouma","France"
"2231","Romain Hamouma","Algeria"
"2232","Yoann Touzghar","Tunisia"
"2233","Yoann Touzghar","France"
"2234","Mike Maignan","France"
"2235","Mike Maignan","French"
"2236","Ciprian Tatarusanu","Romania"
"2237","Antonio Mirante","Italy"
"2238","Andreas Jungdal","Denmark"
"2239","Fikayo Tomori","England"
"2240","Fikayo Tomori","Canada"
"2241","Pierre Kalulu","France"
"2242","Pierre Kalulu","DR"
"2243","Matteo Gabbia","Italy"
"2244","Malick Thiaw","Germany"
"2245","Malick Thiaw","Finland"
"2246","Simon Kjaer","Denmark"
"2247","Theo Hernández","France"
"2248","Theo Hernández","Spain"
"2249","Fodé Ballo-Touré","Senegal"
"2250","Fodé Ballo-Touré","France"
"2251","Davide Calabria","Italy"
"2252","Sergiño Dest","United"
"2253","Sergiño Dest","States"
"2254","Alessandro Florenzi","Italy"
"2255","Sandro Tonali","Italy"
"2256","Ismaël Bennacer","Algeria"
"2257","Ismaël Bennacer","France"
"2258","Tiemoué Bakayoko","France"
"2259","Tiemoué Bakayoko","Cote"
"2260","Tommaso Pobega","Italy"
"2261","Aster Vranckx","Belgium"
"2262","Aster Vranckx","DR"
"2263","Rade Krunic","Bosnia-Herzegovina"
"2264","Charles De Ketelaere","Belgium"
"2265","Brahim Díaz","Spain"
"2266","Brahim Díaz","Morocco"
"2267","Yacine Adli","France"
"2268","Yacine Adli","Algeria"
"2269","Rafael Leão","Portugal"
"2270","Rafael Leão","Angola"
"2271","Ante Rebic","Croatia"
"2272","Alexis Saelemaekers","Belgium"
"2273","Junior Messias","Brazil"
"2274","Divock Origi","Belgium"
"2275","Divock Origi","Kenya"
"2276","Olivier Giroud","France"
"2277","Marko Lazetić","Serbia"
"2278","Zlatan Ibrahimović","Sweden"
"2279","Zlatan Ibrahimović","Bosnia-Herzegovina"
"2280","André Onana","Cameroon"
"2281","Samir Handanovic","Slovenia"
"2282","Gabriel Brazão","Brazil"
"2283","Alex Cordaz","Italy"
"2284","Milan Skriniar","Slovakia"
"2285","Alessandro Bastoni","Italy"
"2286","Stefan de Vrij","Netherlands"
"2287","Francesco Acerbi","Italy"
"2288","Danilo D'Ambrosio","Italy"
"2289","Alessandro Fontanarosa","Italy"
"2290","Federico Dimarco","Italy"
"2291","Dalbert","Brazil"
"2292","Raoul Bellanova","Italy"
"2293","Matteo Darmian","Italy"
"2294","Mattia Zanotti","Italy"
"2295","Marcelo Brozovic","Croatia"
"2296","Kristjan Asllani","Albania"
"2297","Kristjan Asllani","Italy"
"2298","Nicolò Barella","Italy"
"2299","Hakan Calhanoglu","Turkey"
"2300","Hakan Calhanoglu","Germany"
"2301","Roberto Gagliardini","Italy"
"2302","Denzel Dumfries","Netherlands"
"2303","Denzel Dumfries","Aruba"
"2304","Robin Gosens","Germany"
"2305","Robin Gosens","Netherlands"
"2306","Henrikh Mkhitaryan","Armenia"
"2307","Valentín Carboni","Argentina"
"2308","Valentín Carboni","Italy"
"2309","Joaquín Correa","Argentina"
"2310","Joaquín Correa","Italy"
"2311","Lautaro Martínez","Argentina"
"2312","Romelu Lukaku","Belgium"
"2313","Romelu Lukaku","DR"
"2314","Edin Dzeko","Bosnia-Herzegovina"
"2315","Alex Meret","Italy"
"2316","Salvatore Sirigu","Italy"
"2317","Hubert Idasiak","Poland"
"2318","Davide Marfella","Italy"
"2319","Min-jae Kim","Korea,"
"2320","Min-jae Kim","South"
"2321","Amir Rrahmani","Kosovo"
"2322","Amir Rrahmani","Albania"
"2323","Leo Östigard","Norway"
"2324","Juan Jesus","Brazil"
"2325","Mathías Olivera","Uruguay"
"2326","Mathías Olivera","Spain"
"2327","Mário Rui","Portugal"
"2328","Giovanni Di Lorenzo","Italy"
"2329","Alessandro Zanoli","Italy"
"2330","Frank Anguissa","Cameroon"
"2331","Stanislav Lobotka","Slovakia"
"2332","Diego Demme","Germany"
"2333","Diego Demme","Italy"
"2334","Tanguy Ndombélé","France"
"2335","Tanguy Ndombélé","DR"
"2336","Karim Zedadka","Algeria"
"2337","Karim Zedadka","France"
"2338","Piotr Zielinski","Poland"
"2339","Eljif Elmas","North"
"2340","Eljif Elmas","Macedonia"
"2341","Gianluca Gaetano","Italy"
"2342","Khvicha Kvaratskhelia","Georgia"
"2343","Alessio Zerbin","Italy"
"2344","Hirving Lozano","Mexico"
"2345","Matteo Politano","Italy"
"2346","Giacomo Raspadori","Italy"
"2347","Victor Osimhen","Nigeria"
"2348","Giovanni Simeone","Argentina"
"2349","Giovanni Simeone","Spain"
"2350","Wojciech Szczesny","Poland"
"2351","Mattia Perin","Italy"
"2352","Carlo Pinsoglio","Italy"
"2353","Bremer","Brazil"
"2354","Federico Gatti","Italy"
"2355","Leonardo Bonucci","Italy"
"2356","Daniele Rugani","Italy"
"2357","Mattia De Sciglio","Italy"
"2358","Alex Sandro","Brazil"
"2359","Danilo","Brazil"
"2360","Manuel Locatelli","Italy"
"2361","Leandro Paredes","Argentina"
"2362","Paul Pogba","France"
"2363","Paul Pogba","Guinea"
