"","player_name","citizenship"
"3101","Xaver Schlager","Austria"
"3102","Amadou Haidara","Mali"
"3103","Kevin Kampl","Slovenia"
"3104","Dani Olmo","Spain"
"3105","Dominik Szoboszlai","Hungary"
"3106","Emil Forsberg","Sweden"
"3107","Hugo Novoa","Spain"
"3108","Christopher Nkunku","France"
"3109","Christopher Nkunku","DR"
"3110","Timo Werner","Germany"
"3111","André Silva","Portugal"
"3112","Yussuf Poulsen","Denmark"
"3113","Yussuf Poulsen","Tanzania"
"3114","Lukas Hradecky","Finland"
"3115","Lukas Hradecky","Slovakia"
"3116","Andrey Lunev","Russia"
"3117","Niklas Lomb","Germany"
"3118","Edmond Tapsoba","Burkina"
"3119","Edmond Tapsoba","Faso"
"3120","Piero Hincapié","Ecuador"
"3121","Jonathan Tah","Germany"
"3122","Odilon Kossounou","Cote"
"3123","Odilon Kossounou","d'Ivoire"
"3124","Mitchel Bakker","Netherlands"
"3125","Daley Sinkgraven","Netherlands"
"3126","Jeremie Frimpong","Netherlands"
"3127","Jeremie Frimpong","Ghana"
"3128","Timothy Fosu-Mensah","Netherlands"
"3129","Timothy Fosu-Mensah","Ghana"
"3130","Ayman Azhil","Morocco"
"3131","Ayman Azhil","Germany"
"3132","Joshua Eze","Germany"
"3133","Joshua Eze","Nigeria"
"3134","Exequiel Palacios","Argentina"
"3135","Kerem Demirbay","Germany"
"3136","Kerem Demirbay","Turkey"
"3137","Robert Andrich","Germany"
"3138","Nadiem Amiri","Germany"
"3139","Nadiem Amiri","Afghanistan"
"3140","Charles Aránguiz","Chile"
"3141","Zidan Sertdemir","Denmark"
"3142","Zidan Sertdemir","Turkey"
"3143","Florian Wirtz","Germany"
"3144","Moussa Diaby","France"
"3145","Moussa Diaby","Mali"
"3146","Callum Hudson-Odoi","England"
"3147","Callum Hudson-Odoi","Ghana"
"3148","Adam Hlozek","Czech"
"3149","Adam Hlozek","Republic"
"3150","Paulinho","Brazil"
"3151","Amine Adli","France"
"3152","Amine Adli","Morocco"
"3153","Karim Bellarabi","Germany"
"3154","Karim Bellarabi","Morocco"
"3155","Patrik Schick","Czech"
"3156","Patrik Schick","Republic"
"3157","Sardar Azmoun","Iran"
"3158","Kevin Trapp","Germany"
"3159","Diant Ramaj","Germany"
"3160","Diant Ramaj","Kosovo"
"3161","Matteo Bignetti","Austria"
"3162","Matteo Bignetti","Italy"
"3163","Jens Grahl","Germany"
"3164","Evan Ndicka","France"
"3165","Evan Ndicka","Cameroon"
"3166","Tuta","Brazil"
"3167","Jérôme Onguéné","Cameroon"
"3168","Jérôme Onguéné","France"
"3169","Almamy Touré","Mali"
"3170","Almamy Touré","France"
"3171","Hrvoje Smolcic","Croatia"
"3172","Makoto Hasebe","Japan"
"3173","Luca Pellegrini","Italy"
"3174","Christopher Lenz","Germany"
"3175","Jan Schröder","Germany"
"3176","Jan Schröder","Spain"
"3177","Aurélio Buta","Portugal"
"3178","Aurélio Buta","Angola"
"3179","Timothy Chandler","United"
"3180","Timothy Chandler","States"
"3181","Kristijan Jakic","Croatia"
"3182","Djibril Sow","Switzerland"
"3183","Djibril Sow","Senegal"
"3184","Sebastian Rode","Germany"
"3185","Marcel Wenig","Germany"
"3186","Marcel Wenig","Greece"
"3187","Mehdi Loune","Germany"
"3188","Mehdi Loune","Morocco"
"3189","Junior Dina Ebimbe","France"
"3190","Junior Dina Ebimbe","Cameroon"
"3191","Daichi Kamada","Japan"
"3192","Jesper Lindström","Denmark"
"3193","Mario Götze","Germany"
"3194","Faride Alidou","Germany"
"3195","Faride Alidou","Togo"
"3196","Ansgar Knauff","Germany"
"3197","Ansgar Knauff","Ghana"
"3198","Randal Kolo Muani","France"
"3199","Randal Kolo Muani","DR"
"3200","Rafael Borré","Colombia"
"3201","Lucas Alario","Argentina"
"3202","Lucas Alario","Italy"
"3203","Nacho Ferri","Spain"
"3204","Yann Sommer","Switzerland"
"3205","Tobias Sippel","Germany"
"3206","Jan Olschowsky","Germany"
"3207","Nico Elvedi","Switzerland"
"3208","Marvin Friedrich","Germany"
"3209","Ko Itakura","Japan"
"3210","Tony Jantschke","Germany"
"3211","Mamadou Doucouré","France"
"3212","Mamadou Doucouré","Senegal"
"3213","Ramy Bensebaini","Algeria"
"3214","Luca Netz","Germany"
"3215","Joe Scally","United"
"3216","Joe Scally","States"
"3217","Stefan Lainer","Austria"
"3218","Julian Weigl","Germany"
"3219","Christoph Kramer","Germany"
"3220","Manu Koné","France"
"3221","Manu Koné","Cote"
"3222","Florian Neuhaus","Germany"
"3223","Oscar Fraulo","Denmark"
"3224","Oscar Fraulo","Italy"
"3225","Rocco Reitz","Germany"
"3226","Hannes Wolf","Austria"
"3227","Lars Stindl","Germany"
"3228","Conor Noß","Ireland"
"3229","Conor Noß","Germany"
"3230","Torben Müsel","Germany"
"3231","Alassane Plea","France"
"3232","Alassane Plea","Mali"
"3233","Yvandro Borges Sanches","Luxembourg"
"3234","Yvandro Borges Sanches","Cape"
"3235","Jonas Hofmann","Germany"
"3236","Nathan Ngoumou","France"
"3237","Nathan Ngoumou","Cameroon"
"3238","Patrick Herrmann","Germany"
"3239","Marcus Thuram","France"
"3240","Marcus Thuram","Guadeloupe"
"3241","Koen Casteels","Belgium"
"3242","Pavao Pervan","Austria"
"3243","Philipp Schulze","Germany"
"3244","Niklas Klinger","Germany"
"3245","Maxence Lacroix","France"
"3246","Maxence Lacroix","Guadeloupe"
"3247","Sebastiaan Bornauw","Belgium"
"3248","Micky van de Ven","Netherlands"
"3249","Paulo Otávio","Brazil"
"3250","Jérôme Roussillon","France"
"3251","Jérôme Roussillon","Guadeloupe"
"3252","Ridle Baku","Germany"
"3253","Ridle Baku","DR"
"3254","Kilian Fischer","Germany"
"3255","Bartol Franjic","Croatia"
"3256","Josuha Guilavogui","France"
"3257","Josuha Guilavogui","Guinea"
"3258","Maximilian Arnold","Germany"
"3259","Mattias Svanberg","Sweden"
"3260","Yannick Gerhardt","Germany"
"3261","Kevin Paredes","United"
"3262","Kevin Paredes","States"
"3263","Felix Nmecha","Germany"
"3264","Felix Nmecha","England"
"3265","Jakub Kaminski","Poland"
"3266","Josip Brekalo","Croatia"
"3267","Omar Marmoush","Egypt"
"3268","Omar Marmoush","Canada"
"3269","Patrick Wimmer","Austria"
"3270","Luca Waldschmidt","Germany"
"3271","Maximilian Philipp","Germany"
"3272","Lukas Nmecha","Germany"
"3273","Lukas Nmecha","England"
"3274","Jonas Wind","Denmark"
"3275","Dzenan Pejcinovic","Germany"
"3276","Dzenan Pejcinovic","Montenegro"
"3277","Mark Flekken","Netherlands"
"3278","Noah Atubolu","Germany"
"3279","Noah Atubolu","Nigeria"
"3280","Benjamin Uphoff","Germany"
"3281","Philipp Lienhart","Austria"
"3282","Matthias Ginter","Germany"
"3283","Keven Schlotterbeck","Germany"
"3284","Manuel Gulde","Germany"
"3285","Christian Günter","Germany"
"3286","Kimberly Ezekwem","Germany"
"3287","Kimberly Ezekwem","Nigeria"
"3288","Kiliann Sildillia","France"
"3289","Kiliann Sildillia","Guadeloupe"
"3290","Hugo Siquet","Belgium"
"3291","Lukas Kübler","Germany"
"3292","Jonathan Schmid","France"
"3293","Yannik Keitel","Germany"
"3294","Nicolas Höfler","Germany"
"3295","Maximilian Eggestein","Germany"
"3296","Merlin Röhl","Germany"
"3297","Robert Wagner","Germany"
"3298","Daniel-Kofi Kyereh","Ghana"
"3299","Daniel-Kofi Kyereh","Germany"
"3300","Vincenzo Grifo","Italy"
"3301","Vincenzo Grifo","Germany"
"3302","Noah Weißhaupt","Germany"
"3303","Kevin Schade","Germany"
"3304","Kevin Schade","Nigeria"
"3305","Roland Sallai","Hungary"
"3306","Ritsu Doan","Japan"
"3307","Woo-yeong Jeong","Korea,"
"3308","Woo-yeong Jeong","South"
"3309","Michael Gregoritsch","Austria"
"3310","Lucas Höler","Germany"
"3311","Nils Petersen","Germany"
"3312","Oliver Baumann","Germany"
"3313","Philipp Pentke","Germany"
"3314","Luca Philipp","Germany"
"3315","Nahue Noll","Germany"
"3316","Nahue Noll","Spain"
"3317","Ozan Kabak","Turkey"
"3318","Stanley Nsoki","France"
"3319","Stanley Nsoki","DR"
"3320","Kevin Akpoguma","Nigeria"
"3321","Kevin Akpoguma","Germany"
"3322","Eduardo Quaresma","Portugal"
"3323","Kevin Vogt","Germany"
"3324","Ermin Bicakcic","Bosnia-Herzegovina"
"3325","Ermin Bicakcic","Germany"
"3326","Benjamin Hübner","Germany"
"3327","Angeliño","Spain"
"3328","Pavel Kaderabek","Czech"
"3329","Pavel Kaderabek","Republic"
"3330","Angelo Stiller","Germany"
"3331","Sebastian Rudy","Germany"
"3332","Dennis Geiger","Germany"
"3333","Grischa Prömel","Germany"
"3334","Finn Ole Becker","Germany"
"3335","Christoph Baumgartner","Austria"
"3336","Muhammed Damar","Germany"
"3337","Muhammed Damar","Turkey"
"3338","Tom Bischof","Germany"
"3339","Jacob Bruun Larsen","Denmark"
"3340","Robert Skov","Denmark"
"3341","Georginio Rutter","France"
"3342","Georginio Rutter","Martinique"
"3343","Ihlas Bebou","Togo"
"3344","Ihlas Bebou","Germany"
"3345","Andrej Kramaric","Croatia"
"3346","Munas Dabbur","Israel"
"3347","Fisnik Asllani","Germany"
"3348","Fisnik Asllani","Kosovo"
"3349","Florian Müller","Germany"
"3350","Fabian Bredlow","Germany"
"3351","Florian Schock","Germany"
"3352","Konstantinos Mavropanos","Greece"
"3353","Hiroki Ito","Japan"
"3354","Dan-Axel Zagadou","France"
"3355","Dan-Axel Zagadou","Cote"
"3356","Waldemar Anton","Germany"
"3357","Waldemar Anton","Uzbekistan"
"3358","Antonis Aidonis","Germany"
"3359","Antonis Aidonis","Greece"
"3360","Borna Sosa","Croatia"
"3361","Borna Sosa","Germany"
"3362","Josha Vagnoman","Germany"
"3363","Josha Vagnoman","Cote"
"3364","Pascal Stenzel","Germany"
"3365","Wataru Endo","Japan"
"3366","Naouirou Ahamada","France"
"3367","Naouirou Ahamada","Comoros"
"3368","Atakan Karazor","Germany"
"3369","Enzo Millot","France"
"3370","Enzo Millot","Martinique"
"3371","Nikolas Nartey","Denmark"
"3372","Nikolas Nartey","Ghana"
"3373","Silas","DR"
"3374","Silas","Congo"
"3375","Lilian Egloff","Germany"
"3376","Laurin Ulrich","Germany"
"3377","Tanguy Coulibaly","France"
"3378","Tanguy Coulibaly","Cote"
"3379","Chris Führich","Germany"
"3380","Serhou Guirassy","Guinea"
"3381","Serhou Guirassy","France"
"3382","Tiago Tomás","Portugal"
"3383","Luca Pfeiffer","Germany"
"3384","Juan José Perea","Colombia"
"3385","Thomas Kastanaras","Germany"
"3386","Thomas Kastanaras","Greece"
"3387","Alou Kuol","Australia"
"3388","Alou Kuol","Southern"
"3389","Frederik Rönnow","Denmark"
"3390","Lennart Grill","Germany"
"3391","Jakob Busk","Denmark"
"3392","Diogo Leite","Portugal"
"3393","Paul Jaeckel","Germany"
"3394","Timo Baumgartl","Germany"
"3395","Robin Knoche","Germany"
"3396","Danilho Doekhi","Netherlands"
"3397","Danilho Doekhi","Suriname"
"3398","Niko Gießelmann","Germany"
"3399","Tymoteusz Puchacz","Poland"
"3400","Julian Ryerson","Norway"
"3401","Christopher Trimmel","Austria"
"3402","Laurenz Dehl","Germany"
"3403","Rani Khedira","Germany"
"3404","Rani Khedira","Tunisia"
"3405","Morten Thorsby","Norway"
"3406","András Schäfer","Hungary"
"3407","Janik Haberer","Germany"
"3408","Paul Seguin","Germany"
"3409","Levin Öztunali","Germany"
"3410","Kevin Möhwald","Germany"
"3411","Fabio Schneider","Germany"
"3412","Milos Pantovic","Serbia"
"3413","Milos Pantovic","Germany"
"3414","Genki Haraguchi","Japan"
"3415","Tim Skarke","Germany"
"3416","Tim Maciejewski","Germany"
"3417","Sheraldo Becker","Suriname"
"3418","Sheraldo Becker","Netherlands"
"3419","Jamie Leweling","Germany"
"3420","Jamie Leweling","Ghana"
"3421","Jordan","United"
"3422","Jordan","States"
"3423","Sven Michel","Germany"
"3424","Kevin Behrens","Germany"
"3425","Robin Zentner","Germany"
"3426","Finn Dahmen","Germany"
"3427","Finn Dahmen","England"
"3428","Lasse Rieß","Germany"
"3429","Maxim Leitsch","Germany"
"3430","Stefan Bell","Germany"
"3431","Alexander Hack","Germany"
"3432","Philipp Schulz","Germany"
"3433","Aarón Martín","Spain"
"3434","Anthony Caci","France"
"3435","Silvan Widmer","Switzerland"
"3436","Danny da Costa","Germany"
"3437","Danny da Costa","Angola"
"3438","Anton Stach","Germany"
"3439","Niklas Tauer","Germany"
"3440","Leandro Barreiro","Luxembourg"
"3441","Leandro Barreiro","Portugal"
"3442","Dominik Kohr","Germany"
"3443","Edimilson Fernandes","Switzerland"
"3444","Edimilson Fernandes","Portugal"
"3445","Aymen Barkok","Morocco"
"3446","Aymen Barkok","Germany"
"3447","Eniss Shabani","Germany"
"3448","Eniss Shabani","Kosovo"
"3449","Angelo Fulgini","France"
"3450","Angelo Fulgini","Cote"
"3451","Jae-sung Lee","Korea,"
"3452","Jae-sung Lee","South"
"3453","Delano Burgzorg","Netherlands"
"3454","Delano Burgzorg","Suriname"
"3455","Ben Bobzien","Germany"
"3456","Jonathan Burkardt","Germany"
"3457","Karim Onisiwo","Austria"
"3458","Marcus Ingvartsen","Denmark"
"3459","Marlon Mustapha","Austria"
"3460","Nelson Weiper","Germany"
"3461","Nelson Weiper","Albania"
"3462","Oliver Christensen","Denmark"
"3463","Tjark Ernst","Germany"
"3464","Rune Jarstein","Norway"
"3465","Agustín Rogel","Uruguay"
"3466","Agustín Rogel","Italy"
"3467","Marc Oliver Kempf","Germany"
"3468","Linus Gechter","Germany"
"3469","Filip Uremovic","Croatia"
"3470","Márton Dárdai","Germany"
"3471","Márton Dárdai","Hungary"
"3472","Maximilian Mittelstädt","Germany"
"3473","Marvin Plattenhardt","Germany"
"3474","Lukas Ullrich","Germany"
"3475","Jonjoe Kenny","England"
"3476","Deyovaisio Zeefuik","Netherlands"
"3477","Deyovaisio Zeefuik","Suriname"
"3478","Peter Pekarik","Slovakia"
"3479","Julian Eitschberger","Germany"
"3480","Lucas Tousart","France"
"3481","Ivan Sunjic","Croatia"
"3482","Suat Serdar","Germany"
"3483","Suat Serdar","Turkey"
"3484","Vladimir Darida","Czech"
"3485","Vladimir Darida","Republic"
"3486","Jean-Paul Boëtius","Netherlands"
"3487","Jean-Paul Boëtius","Suriname"
"3488","Kevin-Prince Boateng","Ghana"
"3489","Kevin-Prince Boateng","Germany"
"3490","Chidera Ejuke","Nigeria"
"3491","Myziane Maolida","France"
"3492","Myziane Maolida","Comoros"
"3493","Dodi Lukébakio","Belgium"
"3494","Dodi Lukébakio","DR"
"3495","Marco Richter","Germany"
"3496","Kelian Nsona","France"
"3497","Kelian Nsona","DR"
"3498","Dong-jun Lee","Korea,"
"3499","Dong-jun Lee","South"
"3500","Wilfried Kanga","Cote"
"3501","Wilfried Kanga","d'Ivoire"
"3502","Stevan Jovetic","Montenegro"
"3503","Stevan Jovetic","Serbia"
"3504","Jessic Ngankam","Germany"
"3505","Jessic Ngankam","Cameroon"
"3506","Davie Selke","Germany"
"3507","Derry Scherhant","Germany"
"3508","Rafal Gikiewicz","Poland"
"3509","Tomas Koubek","Czech"
"3510","Tomas Koubek","Republic"
"3511","Daniel Klein","Germany"
"3512","Benjamin Leneis","Germany"
"3513","Reece Oxford","England"
"3514","Reece Oxford","Jamaica"
"3515","Felix Uduokhai","Germany"
"3516","Felix Uduokhai","Nigeria"
"3517","Jeffrey Gouweleeuw","Netherlands"
"3518","Maximilian Bauer","Germany"
"3519","Frederik Winther","Denmark"
"3520","Iago","Brazil"
"3521","Iago","Italy"
"3522","Mads Pedersen","Denmark"
"3523","Aaron Zehnter","Germany"
"3524","Robert Gumny","Poland"
"3525","Raphael Framberger","Germany"
"3526","Niklas Dorsch","Germany"
"3527","Carlos Gruezo","Ecuador"
"3528","Tobias Strobl","Germany"
"3529","Julian Baumgartlinger","Austria"
"3530","Arne Maier","Germany"
"3531","Elvis Rexhbecaj","Germany"
"3532","Elvis Rexhbecaj","Kosovo"
"3533","Fredrik Jensen","Finland"
"3534","Rubén Vargas","Switzerland"
"3535","Rubén Vargas","Dominican"
"3536","André Hahn","Germany"
"3537","Noah Joel Sarenren Bazee","Germany"
"3538","Noah Joel Sarenren Bazee","Nigeria"
"3539","Daniel Caligiuri","Italy"
"3540","Daniel Caligiuri","Germany"
"3541","Lukas Petkov","Germany"
"3542","Lukas Petkov","Bulgaria"
"3543","Ermedin Demirovic","Bosnia-Herzegovina"
"3544","Mergim Berisha","Germany"
"3545","Florian Niederlechner","Germany"
"3546","Marvin Schwäbe","Germany"
"3547","Timo Horn","Germany"
"3548","Jonas Urbig","Germany"
"3549","Matthias Köbbing","Germany"
"3550","Timo Hübers","Germany"
"3551","Luca Kilian","Germany"
"3552","Julian Chabot","Germany"
"3553","Julian Chabot","France"
"3554","Nikola Soldo","Croatia"
"3555","Rijad Smajic","Bosnia-Herzegovina"
"3556","Rijad Smajic","Germany"
"3557","Jonas Hector","Germany"
"3558","Kristian Pedersen","Denmark"
"3559","Benno Schmitz","Germany"
"3560","Kingsley Schindler","Germany"
"3561","Kingsley Schindler","Ghana"
"3562","Ellyes Skhiri","Tunisia"
"3563","Ellyes Skhiri","France"
"3564","Dejan Ljubicic","Austria"
"3565","Eric Martel","Germany"
"3566","Georg Strauch","Germany"
"3567","Denis Huseinbasic","Germany"
"3568","Denis Huseinbasic","Bosnia-Herzegovina"
"3569","Mathias Olesen","Luxembourg"
"3570","Mathias Olesen","Denmark"
"3571","Ondrej Duda","Slovakia"
"3572","Florian Kainz","Austria"
"3573","Jan Thielmann","Germany"
"3574","Linton Maina","Germany"
"3575","Linton Maina","Kenya"
"3576","Dimitrios Limnios","Greece"
"3577","Dimitrios Limnios","Brazil"
"3578","Mark Uth","Germany"
"3579","Steffen Tigges","Germany"
"3580","Sargis Adamyan","Armenia"
"3581","Tim Lemperle","Germany"
"3582","Sebastian Andersson","Sweden"
"3583","Florian Dietz","Germany"
"3584","Jiri Pavlenka","Czech"
"3585","Jiri Pavlenka","Republic"
"3586","Michael Zetterer","Germany"
"3587","Mio Backhaus","Germany"
"3588","Dudu","Germany"
"3589","Dudu","Brazil"
"3590","Louis Lord","Germany"
"3591","Marco Friedl","Austria"
"3592","Amos Pieper","Germany"
"3593","Miloš Veljković","Serbia"
"3594","Miloš Veljković","Switzerland"
"3595","Niklas Stark","Germany"
"3596","Fabio Chiarodia","Italy"
"3597","Fabio Chiarodia","Germany"
"3598","Lee Buchanan","England"
"3599","Anthony Jung","Germany"
"3600","Anthony Jung","Spain"
"3601","Mitchell Weiser","Germany"
"3602","Mitchell Weiser","Algeria"
"3603","Felix Agu","Germany"
"3604","Felix Agu","Nigeria"
"3605","Ilia Gruev","Bulgaria"
"3606","Ilia Gruev","Germany"
"3607","Christian Groß","Germany"
"3608","Dikeni Salifou","Togo"
"3609","Dikeni Salifou","Germany"
"3610","Jens Stage","Denmark"
"3611","Jean Manuel Mbom","Germany"
"3612","Jean Manuel Mbom","Cameroon"
"3613","Nicolai Rapp","Germany"
"3614","Romano Schmid","Austria"
"3615","Leonardo Bittencourt","Germany"
"3616","Leonardo Bittencourt","Brazil"
"3617","Niklas Schmidt","Germany"
"3618","Benjamin Goller","Germany"
"3619","Marvin Ducksch","Germany"
"3620","Niclas Füllkrug","Germany"
"3621","Oliver Burke","Scotland"
"3622","Eren Dinkci","Germany"
"3623","Eren Dinkci","Turkey"
"3624","Alexander Schwolow","Germany"
"3625","Ralf Fährmann","Germany"
"3626","Justin Heekeren","Germany"
"3627","Michael Langer","Austria"
"3628","Sepp van den Berg","Netherlands"
"3629","Leo Greiml","Austria"
"3630","Timothée Kolodziejczak","France"
"3631","Timothée Kolodziejczak","Poland"
"3632","Maya Yoshida","Japan"
"3633","Marcin Kaminski","Poland"
"3634","Ibrahima Cissé","Mali"
"3635","Ibrahima Cissé","France"
"3636","Thomas Ouwejan","Netherlands"
"3637","Kerim Calhanoglu","Germany"
"3638","Kerim Calhanoglu","Turkey"
"3639","Cédric Brunner","Switzerland"
"3640","Mehmet Aydin","Germany"
"3641","Mehmet Aydin","Turkey"
"3642","Henning Matriciani","Germany"
"3643","Alex Kral","Czech"
"3644","Alex Kral","Republic"
"3645","Florian Flick","Germany"
"3646","Tom Krauß","Germany"
"3647","Danny Latza","Germany"
"3648","Rodrigo Zalazar","Uruguay"
"3649","Rodrigo Zalazar","Spain"
"3650","Florent Mollet","France"
"3651","Dominick Drexler","Germany"
"3652","Marius Bülter","Germany"
"3653","Tobias Mohr","Germany"
"3654","Jordan Larsson","Sweden"
"3655","Jordan Larsson","Cape"
"3656","Sebastian Polter","Germany"
"3657","Kenan Karaman","Turkey"
"3658","Kenan Karaman","Germany"
"3659","Simon Terodde","Germany"
"3660","Manuel Riemann","Germany"
"3661","Marko Johansson","Sweden"
"3662","Marko Johansson","Serbia"
"3663","Michael Esser","Germany"
"3664","Paul Grave","Germany"
"3665","Erhan Masovic","Serbia"
"3666","Ivan Ordets","Ukraine"
"3667","Dominique Heintz","Germany"
"3668","Tim Oermann","Germany"
"3669","Vasilios Lampropoulos","Greece"
"3670","Mohammed Tolba","Germany"
"3671","Mohammed Tolba","Egypt"
"3672","Danilo Soares","Brazil"
"3673","Konstantinos Stafylidis","Greece"
"3674","Jannes Horn","Germany"
"3675","Jordi Osei-Tutu","England"
"3676","Jordi Osei-Tutu","Ghana"
"3677","Saidy Janko","The"
"3678","Saidy Janko","Gambia"
"3679","Cristian Gamboa","Costa"
"3680","Cristian Gamboa","Rica"
"3681","Jacek Goralski","Poland"
"3682","Anthony Losilla","France"
"3683","Patrick Osterhage","Germany"
"3684","Kevin Stöger","Austria"
"3685","Philipp Förster","Germany"
"3686","Gerrit Holtmann","Philippines"
"3687","Gerrit Holtmann","Germany"
"3688","Christopher Antwi-Adjei","Ghana"
"3689","Christopher Antwi-Adjei","Germany"
"3690","Takuma Asano","Japan"
"3691","Tarsis Bonga","Germany"
"3692","Tarsis Bonga","DR"
"3693","Philipp Hofmann","Germany"
"3694","Lys Mousset","France"
"3695","Lys Mousset","Senegal"
"3696","Simon Zoller","Germany"
"3697","Silvère Ganvoula","Congo"
