"","Player","Min","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Vs_Dribbles","Att_Vs_Dribbles","Tkl_percent_Vs_Dribbles","Past_Vs_Dribbles","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err"
"1720","Manu Trigueros",250,4,2,2,2,0,2,7,NA,5,2,1,1,1,5,2,0
"1721","Manu Vallejo",206,4,1,1,2,1,1,6,NA,5,2,0,2,1,5,3,0
"1722","Manuel Akanji",1196,26,15,11,12,3,18,23,NA,5,14,3,11,9,35,20,0
"1723","Manuel De Luca",33,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1724","Manuel Gulde",80,1,0,1,0,0,0,0,NA,0,0,0,0,2,3,6,0
"1725","Manuel Lanzini",126,0,0,0,0,0,0,2,NA,2,1,0,1,0,0,0,0
"1726","Manuel Lazzari",808,18,13,8,7,3,13,22,NA,9,12,3,9,11,29,14,1
"1727","Manuel Locatelli",1039,31,18,10,15,6,16,22,NA,6,22,8,14,14,45,15,0
"1728","Manuel Neuer",1530,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,4,2
"1729","Manuel Riemann",1350,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,11,3
"1730","Manuel Sánchez",470,15,11,11,4,0,10,14,NA,4,10,1,9,5,20,11,0
"1731","Manuel Ugarte Ribeiro",467,29,17,10,18,1,7,14,333.3,7,8,0,8,13,42,8,1
"1732","Maranhão",370,4,1,1,1,2,1,2,NA,1,2,0,2,0,4,0,0
"1733","Marash Kumbulla",44,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,0
"1734","Marc-André ter Stegen",1710,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,3,2
"1735","Marc-Oliver Kempf",1294,25,15,17,7,1,12,15,NA,3,26,20,6,27,52,59,0
"1736","Marc Albrighton",31,2,0,0,1,1,1,2,NA,1,3,1,2,0,2,2,0
"1737","Marc Casado",24,0,0,0,0,0,0,0,NA,0,2,1,1,0,0,1,0
"1738","Marc Cucurella",1049,32,18,18,8,6,16,24,NA,8,21,4,17,10,42,25,0
"1739","Marc Guéhi",1260,16,5,13,3,0,9,16,NA,7,21,12,9,18,34,47,0
"1740","Marc Roca",1031,31,19,13,17,1,8,24,NA,16,12,6,6,14,45,9,0
"1741","Marcão",583,9,7,4,5,0,6,7,NA,1,10,5,5,6,15,22,0
"1742","Marcel Halstenberg",755,19,11,12,7,0,9,17,NA,8,10,1,9,8,27,14,0
"1743","Marcel Sabitzer",907,36,21,17,12,7,15,24,NA,9,7,1,6,15,51,12,0
"1744","Marcel Wenig",4,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1745","Marcelo Brozović",964,21,12,11,8,2,4,15,NA,11,21,8,13,13,34,11,0
"1746","Marcin Bułka",180,0,0,0,0,0,0,1,NA,1,0,0,0,1,1,0,0
"1747","Marcin Kamiński",90,0,0,0,0,0,0,0,NA,0,2,2,0,3,3,5,0
"1748","Marcin Listkowski",77,0,0,0,0,0,0,0,NA,0,0,0,0,3,3,2,0
"1749","Marco Asensio",571,7,4,3,3,1,3,6,NA,3,5,0,5,4,11,3,0
"1750","Marco Benassi",93,3,3,2,0,1,3,4,NA,1,0,0,0,1,4,1,0
"1751","Marco Bizot",1260,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,10,1
"1752","Marco Carnesecchi",450,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,0
"1753","Marco D'Alessandro",199,2,2,1,1,0,1,2,NA,1,0,0,0,1,3,2,0
"1754","Marco Friedl",1154,23,14,15,8,0,13,22,NA,9,21,7,14,35,58,46,1
"1755","Marco Pašalić",11,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1756","Marco Reus",811,19,12,7,9,3,2,11,NA,9,8,1,7,3,22,4,0
"1757","Marco Richter",527,9,4,5,3,1,7,14,NA,7,8,0,8,7,16,5,0
"1758","Marco Silvestri",1260,1,0,1,0,0,1,1,NA,0,0,0,0,1,2,3,0
"1759","Marco Sportiello",533,1,0,1,0,0,1,2,NA,1,0,0,0,0,1,1,0
"1760","Marco Verratti",1494,66,39,30,31,5,32,59,NA,27,36,10,26,19,85,3,2
"1761","Marcos Acuña",938,32,18,21,10,1,20,26,NA,6,11,3,8,14,46,16,0
"1762","Marcos Alonso",853,11,6,6,4,1,7,11,NA,4,12,9,3,12,23,28,0
"1763","Marcos Antônio",208,2,1,2,0,0,2,4,NA,2,2,0,2,2,4,8,0
"1764","Marcos Llorente",874,16,8,9,5,2,10,13,NA,3,9,0,9,10,26,13,0
"1765","Marcos Senesi",939,22,13,14,8,0,8,13,NA,5,16,10,6,16,38,57,0
"1766","Marcus Coco",161,5,4,3,0,2,1,5,NA,4,4,2,2,3,8,1,0
"1767","Marcus Edwards",352,3,0,3,0,0,1,6,NA,5,1,0,1,1,4,1,0
"1768","Marcus Ingvartsen",457,1,0,0,0,1,1,4,NA,3,5,1,4,1,2,3,0
"1769","Marcus Rashford",1234,8,2,3,3,2,2,9,NA,7,14,2,12,3,11,4,0
"1770","Marcus Tavernier",1283,25,16,14,10,1,7,14,NA,7,15,1,14,4,29,20,0
"1771","Marcus Thuram",1379,8,3,1,3,4,4,6,NA,2,8,2,6,5,13,11,0
"1772","Marek Rodák",180,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,1
"1773","Marián Tvrdoň",90,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1774","Mariano",30,1,0,0,1,0,0,0,NA,0,0,0,0,0,1,0,0
"1775","Marin Jakoliš",28,1,1,0,0,1,0,0,NA,0,0,0,0,0,1,0,0
"1776","Marin Pongračić",790,16,14,8,7,1,5,6,NA,1,4,3,1,16,32,31,0
"1777","Mario Gila",90,3,1,3,0,0,0,1,NA,1,0,0,0,3,6,3,0
"1778","Mario Götze",1613,27,13,8,13,6,10,32,NA,22,18,1,17,10,37,6,0
"1779","Mario Hermoso",278,1,1,0,0,1,1,3,NA,2,4,3,1,5,6,15,0
"1780","Mario Lemina",721,30,20,10,13,7,11,17,NA,6,13,5,8,9,39,16,0
"1781","Mario Pašalić",853,14,5,2,11,1,4,11,NA,7,9,1,8,13,27,6,0
"1782","Mário Rui",1062,18,12,12,4,2,10,16,NA,6,9,4,5,14,32,21,1
"1783","Mario Suárez",6,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0
"1784","Marius Bülter",1173,8,4,5,1,2,6,12,NA,6,14,0,14,7,15,7,0
"1785","Marius Wolf",530,8,5,3,3,2,5,7,NA,2,14,3,11,8,16,9,0
"1786","Mark Flekken",1350,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,3,3
"1787","Mark Travers",675,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,4,0
"1788","Mark Uth",46,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1789","Marko Arnautović",1009,7,4,2,3,2,0,3,NA,3,7,1,6,2,9,8,0
"1790","Marko Bulat",29,2,1,2,0,0,1,1,NA,0,0,0,0,0,2,2,0
"1791","Marko Dmitrović",405,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,2,0
"1792","Marko Grujić",111,3,3,3,0,0,1,2,NA,1,1,0,1,0,3,5,0
"1793","Marko Lazetić",9,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1794","Marko Livaja",79,1,1,0,0,1,0,2,NA,2,0,0,0,0,1,1,0
"1795","Marko Milovanović",15,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1796","Marko Pjaca",348,2,1,1,1,0,2,4,NA,2,1,0,1,0,2,0,0
"1797","Marko Stamenic",269,3,1,1,1,1,1,6,33.3,5,8,2,6,3,6,2,0
"1798","Marlon",639,8,4,3,5,0,5,9,NA,4,3,1,2,8,16,17,0
"1799","Marlos Moreno",4,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,0
"1800","Marquinhos",1813,21,15,13,7,1,15,20,NA,5,23,13,10,18,39,52,1
"1801","Marshall Munetsi",904,24,9,5,16,3,9,17,NA,8,12,2,10,15,39,15,0
"1802","Marten de Roon",1113,27,17,13,13,1,13,28,NA,15,10,2,8,16,43,24,0
"1803","Martin Adeline",93,3,3,2,1,0,3,4,NA,1,3,1,2,2,5,2,0
"1804","Martin Baturina",60,3,1,2,0,1,2,2,NA,0,1,0,1,0,3,0,0
"1805","Martin Braithwaite",802,5,0,1,2,2,2,4,NA,2,4,0,4,1,6,5,0
"1806","Martín Cáceres",90,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0
"1807","Martin Erlic",777,5,4,3,2,0,1,4,NA,3,16,10,6,13,18,31,0
"1808","Martin Hongla",379,3,2,1,2,0,2,2,NA,0,7,2,5,6,9,9,0
"1809","Martín Montoya",183,7,5,5,2,0,6,6,300,0,2,0,2,2,9,5,0
"1810","Martin Ødegaard",1074,12,7,6,4,2,2,10,NA,8,6,1,5,2,14,5,0
"1811","Martin Satriano",735,5,2,2,2,1,1,3,NA,2,4,0,4,1,6,8,0
"1812","Martin Terrier",1196,23,10,7,8,8,12,23,NA,11,14,2,12,13,36,6,0
"1813","Martin Valjent",1155,14,9,11,3,0,8,11,NA,3,23,10,13,17,31,51,0
"1814","Martín Zubimendi",1151,23,13,11,11,1,7,13,NA,6,16,8,8,13,36,26,3
"1815","Martinelli",1185,12,7,5,2,5,1,6,NA,5,13,1,12,7,19,9,0
"1816","Márton Dárdai",181,2,1,2,0,0,0,1,NA,1,1,1,0,5,7,13,0
"1817","Marvin Ducksch",1302,5,2,1,3,1,2,9,NA,7,5,0,5,5,10,20,0
"1818","Marvin Friedrich",963,13,9,10,2,1,8,10,NA,2,9,4,5,11,24,39,0
"1819","Marvin Plattenhardt",996,23,16,15,7,1,17,27,NA,10,11,4,7,7,30,27,0
"1820","Marvin Schwäbe",1350,0,0,0,0,0,0,0,NA,0,0,0,0,2,2,4,1
"1821","Marvin Senaya",9,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0
"1822","Maryan Shved",187,6,2,4,2,0,3,7,150,4,4,0,4,4,10,2,0
"1823","Mason Holgate",320,8,4,7,1,0,3,5,NA,2,5,2,3,6,14,22,0
"1824","Mason Mount",1581,38,20,8,19,11,15,28,NA,13,22,5,17,5,43,7,0
"1825","Massadio Haïdara",743,15,10,8,4,3,8,13,NA,5,16,6,10,24,39,13,0
"1826","Mateo Fernández",2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
"1827","Mateo Kovačić",1157,25,17,7,14,4,9,19,NA,10,9,1,8,15,40,8,0
"1828","Mateus Fernandes",30,1,0,1,0,0,1,1,100,0,2,1,1,0,1,2,0
"1829","Mateus Uribe",436,7,7,2,5,0,2,11,120,9,5,2,3,6,13,6,0
"1830","Mateusz Klich",199,11,7,2,4,5,6,10,NA,4,1,0,1,0,11,1,0
"1831","Mateusz Lis",270,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0
"1832","Mateusz Wieteska",1350,17,12,11,6,0,10,14,NA,4,15,8,7,23,40,44,1
"1833","Matheus Cunha",499,6,2,1,3,2,1,4,NA,3,8,1,7,3,9,3,0
"1834","Matheus Henrique",486,7,5,2,5,0,1,2,NA,1,3,0,3,5,12,3,0
"1835","Matheus Nunes",866,22,14,10,7,5,6,13,NA,7,11,0,11,3,25,12,0
"1836","Matheus Reis",509,10,7,5,5,0,6,7,NA,1,4,2,2,3,13,17,0
"1837","Mathew Leckie",262,4,4,1,3,0,2,5,150,3,3,0,3,0,4,6,0
"1838","Mathew Ryan",450,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,5,0
"1839","Mathias Autret",860,14,8,6,7,1,3,8,NA,5,9,2,7,6,20,8,0
"1840","Mathias Jensen",1211,37,18,12,17,8,14,34,NA,20,19,0,19,15,52,9,1
"1841","Mathias Jørgensen",457,8,3,7,1,0,4,8,NA,4,13,9,4,9,17,17,1
"1842","Mathias Olesen",97,3,0,1,1,1,2,2,NA,0,1,0,1,1,4,1,0
"1843","Mathías Olivera",811,29,21,14,11,4,14,19,NA,5,16,0,16,9,38,26,0
"1844","Mathias Pereira Lage",942,12,5,4,8,0,7,22,NA,15,5,1,4,13,25,11,0
"1845","Mathieu Coutadeur",802,11,7,5,6,0,4,8,NA,4,7,0,7,10,21,9,0
"1846","Mathys Tel",293,1,1,1,0,0,1,1,NA,0,8,1,7,2,3,0,0
"1847","Matìas Soulé",164,1,1,1,0,0,1,3,NA,2,1,0,1,1,2,1,0
"1848","Matías Vecino",713,15,8,7,5,3,9,12,NA,3,10,2,8,10,25,8,0
"1849","Matías Viña",72,8,4,5,2,1,4,5,NA,1,5,1,4,2,10,5,0
"1850","Matija Nastasić",285,4,3,2,1,1,0,2,NA,2,1,0,1,8,12,19,0
"1851","Matis Carvalho",136,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0
"1852","Mato Jajalo",51,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,2,0
"1853","Mats Hummels",1373,36,18,17,19,0,18,35,NA,17,25,15,10,28,64,60,0
"1854","Matt Doherty",427,9,4,6,2,1,6,6,NA,0,7,4,3,8,17,7,1
"1855","Matt O'Riley",481,18,7,4,10,4,4,13,NA,9,9,2,7,11,29,4,0
"1856","Matt Ritchie",1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1857","Matt Targett",426,11,8,6,3,2,8,15,NA,7,4,1,3,7,18,12,0
"1858","Matt Turner",270,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
"1859","Matteo Bianchetti",908,16,9,11,4,1,11,16,NA,5,18,12,6,6,22,54,0
"1860","Matteo Cancellieri",119,4,1,3,0,1,3,4,NA,1,3,0,3,1,5,1,0
"1861","Matteo Darmian",699,25,17,13,7,5,10,15,NA,5,8,2,6,6,31,18,0
"1862","Matteo Gabbia",430,6,3,5,1,0,5,5,NA,0,4,1,3,5,11,22,0
"1863","Mattéo Guendouzi",1548,23,12,5,15,3,10,25,NA,15,8,5,3,17,40,9,0
"1864","Matteo Lovato",90,4,3,4,0,0,4,5,80,1,0,0,0,0,4,4,0
"1865","Matteo Pessina",739,6,3,2,3,1,3,9,NA,6,15,0,15,11,17,6,0
"1866","Matteo Politano",804,20,10,8,8,4,10,13,NA,3,3,0,3,5,25,9,0
"1867","Matteo Ruggeri",115,1,0,1,0,0,1,1,NA,0,4,2,2,5,6,4,0
"1868","Matthias Ginter",1350,18,10,10,7,1,12,21,NA,9,19,10,9,20,38,54,1
"1869","Matthijs de Ligt",1111,12,8,7,5,0,4,5,NA,1,13,9,4,13,25,48,0
"1870","Matthis Abline",105,1,1,0,0,1,1,1,NA,0,1,0,1,2,3,1,0
"1871","Mattia Caldara",509,10,6,6,2,2,6,11,NA,5,5,3,2,7,17,31,1
"1872","Mattia De Sciglio",555,8,6,2,4,2,7,9,NA,2,5,2,3,3,11,9,0
"1873","Mattia Destro",450,1,1,0,1,0,0,0,NA,0,2,0,2,1,2,4,0
"1874","Mattia Perin",678,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1875","Mattia Valoti",209,7,3,2,4,1,4,7,NA,3,4,1,3,2,9,3,0
"1876","Mattia Viti",601,4,2,1,1,2,2,5,NA,3,9,3,6,8,12,18,0
"1877","Mattia Zaccagni",846,10,7,3,5,2,3,5,NA,2,12,2,10,5,15,3,0
"1878","Mattias Svanberg",627,10,6,5,5,0,3,9,NA,6,8,3,5,8,18,12,0
"1879","Matty Cash",1298,27,15,17,6,4,13,19,NA,6,14,4,10,18,45,33,0
"1880","Matz Sels",1350,2,1,2,0,0,2,2,NA,0,0,0,0,1,3,13,0
"1881","Maurits Kjærgaard",495,21,11,6,10,5,9,18,342.9,9,10,2,8,4,25,2,0
"1882","Mauro Arambarri",511,7,4,3,3,1,1,11,20,10,10,3,7,5,12,7,0
"1883","Mavis Tchibota",93,2,2,0,1,1,1,5,NA,4,0,0,0,0,2,0,0
"1884","Max Kilman",1350,14,6,12,2,0,6,12,NA,6,26,13,13,14,28,62,0
"1885","Max Kruse",272,1,1,0,1,0,0,1,NA,1,2,1,1,0,1,1,0
"1886","Maxence Caqueret",973,33,18,8,15,10,18,42,NA,24,14,1,13,10,43,9,0
"1887","Maxence Lacroix",804,7,4,5,2,0,4,9,NA,5,12,3,9,14,21,42,0
"1888","Maxi Gómez",127,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,0
"1889","Maxim Leitsch",620,8,6,5,3,0,3,4,NA,1,7,4,3,18,26,24,1
"1890","Maxime Busi",507,8,6,4,4,0,6,12,NA,6,6,2,4,5,13,11,0
"1891","Maxime Dupé",1350,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,5,2
"1892","Maxime Estève",810,15,8,10,3,2,6,7,NA,1,19,11,8,24,39,53,0
"1893","Maxime Gonalons",529,19,11,7,10,2,7,15,NA,8,5,1,4,4,23,2,0
"1894","Maxime Le Marchand",967,22,16,10,11,1,10,16,NA,6,8,5,3,20,42,38,0
"1895","Maxime Lopez",993,20,7,12,6,2,7,30,265,23,11,1,10,11,31,10,0
"1896","Maximilian Arnold",1307,29,14,12,12,5,12,21,NA,9,23,8,15,8,37,31,0
"1897","Maximilian Bauer",1039,16,10,12,4,0,10,18,NA,8,11,3,8,19,35,45,0
"1898","Maximilian Eggestein",1019,26,11,10,12,4,11,17,NA,6,17,4,13,14,40,7,0
"1899","Maximilian Mittelstädt",355,15,7,13,2,0,7,15,NA,8,7,1,6,10,25,11,0
"1900","Maximilian Philipp",116,2,1,1,1,0,1,1,NA,0,1,0,1,0,2,0,0
"1901","Maximilian Wöber",165,9,6,6,2,1,3,5,NA,2,3,1,2,0,9,5,0
"1902","Maximiliano Caufriez",789,14,9,9,5,0,10,11,NA,1,9,5,4,16,30,35,0
"1903","Maxwel Cornet",91,4,1,3,0,1,2,2,NA,0,0,0,0,0,4,0,0
"1904","Maya Yoshida",1518,21,11,11,10,0,12,17,NA,5,24,18,6,24,45,92,0
"1905","Mehdi Bourabia",1066,21,8,8,11,2,10,16,NA,6,16,8,8,18,39,23,0
"1906","Mehdi Léris",759,26,20,12,9,5,9,19,NA,10,14,0,14,9,35,5,0
"1907","Mehdi Taremi",709,9,6,2,4,3,4,12,NA,8,10,1,9,3,12,11,0
"1908","Mehdi Torabi",62,1,0,1,0,0,1,3,NA,2,1,0,1,2,3,0,0
"1909","Mehdi Zeffane",20,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1910","Mehmet-Can Aydin",208,8,5,3,4,1,2,4,NA,2,3,0,3,4,12,4,0
"1911","Melvin Bard",927,34,19,21,10,3,21,30,NA,9,15,1,14,21,55,16,1
"1912","Memphis Depay",269,2,1,1,1,0,0,0,NA,0,2,0,2,0,2,0,0
"1913","Mergim Berisha",784,5,2,2,2,1,1,3,NA,2,10,0,10,0,5,12,0
"1914","Mërgim Vojvoda",426,5,5,2,3,0,5,6,NA,1,0,0,0,4,9,12,0
"1915","Merih Demiral",983,22,13,15,7,0,12,15,NA,3,16,5,11,16,38,43,0
"1916","Mert Müldür",6,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1917","Meshaal Barsham",180,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,1
"1918","Michael Estrada",225,1,0,0,1,0,0,1,NA,1,4,1,3,0,1,0,0
"1919","Michael Gregoritsch",1113,10,6,2,4,4,2,9,NA,7,10,2,8,4,14,7,0
"1920","Michael Keane",23,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,4,0
"1921","Michael Olise",754,16,7,12,3,1,7,14,NA,7,16,0,16,4,20,6,0
"1922","Michael Zetterer",62,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
"1923","Michail Antonio",607,3,2,0,2,1,1,2,NA,1,5,1,4,2,5,3,0
"1924","Michał Skóraś",45,0,0,0,0,0,0,0,NA,0,1,0,1,1,1,0,0
"1925","Michel Aebischer",522,1,1,0,0,1,0,3,NA,3,6,1,5,1,2,4,0
"1926","Michel Ndary Adopo",98,1,0,0,0,1,0,1,NA,1,1,1,0,0,1,0,0
"1927","Michele Castagnetti",327,11,5,5,5,1,5,10,NA,5,2,0,2,4,15,8,0
"1928","Michele Di Gregorio",1080,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,5,0
"1929","Michy Batshuayi",151,1,0,0,1,0,1,1,NA,0,1,0,1,0,1,0,0
"1930","Mickaël Alphonse",652,15,9,9,4,2,9,15,NA,6,9,2,7,17,32,14,1
"1931","Mickaël Barreto",144,6,4,1,4,1,2,4,NA,2,1,0,1,1,7,0,0
"1932","Mickael Malsa",39,1,1,1,0,0,0,3,NA,3,1,1,0,1,2,2,0
"1933","Mickey van de Ven",1350,20,16,13,7,0,12,16,NA,4,15,8,7,15,35,48,2
"1934","Miguel Almirón",1255,24,14,8,9,7,8,13,NA,5,13,2,11,2,26,6,0
"1935","Miguel Gutiérrez",908,13,6,8,4,1,4,7,NA,3,8,0,8,5,18,17,0
"1936","Miguel Veloso",667,14,2,10,3,1,6,10,NA,4,16,5,11,4,18,8,0
"1937","Miha Blažič",855,3,3,3,0,0,3,8,NA,5,11,8,3,5,8,25,1
"1938","Mikael Ellertsson",149,3,2,0,3,0,0,3,NA,3,1,0,1,2,5,0,0
"1939","Mike Maignan",810,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,2,0
"1940","Mikel Balenziaga",45,2,2,0,1,1,2,2,100,0,0,0,0,1,3,1,0
"1941","Mikel Merino",1124,33,19,12,17,4,15,25,NA,10,15,5,10,13,46,32,0
"1942","Mikel Vesga",925,25,15,8,13,4,12,35,NA,23,13,3,10,16,41,13,1
"1943","Miki Yamane",61,1,0,0,1,0,0,0,NA,0,2,0,2,2,3,0,0
"1944","Mikkel Damsgaard",417,12,9,7,4,1,4,16,NA,12,6,0,6,4,16,6,0
"1945","Mikkel Desler",1005,38,21,19,12,7,19,31,NA,12,14,2,12,15,53,19,1
"1946","Milad Mohammadi",196,10,3,7,3,0,3,4,250,1,2,0,2,1,11,6,0
"1947","Milan Borjan",180,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,0
"1948","Milan Đurić",193,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,2,0
"1949","Milan Havel",424,12,5,6,3,3,7,8,NA,1,6,0,6,4,16,12,0
"1950","Milan Škriniar",1644,30,20,16,10,4,18,29,NA,11,24,18,6,14,44,52,3
"1951","Miloš Degenek",112,5,3,5,0,0,5,6,NA,1,2,1,1,1,6,7,0
"1952","Miloš Pantović",176,3,1,3,0,0,3,4,NA,1,2,0,2,0,3,4,0
"1953","Miloš Veljković",1202,20,11,14,6,0,14,20,NA,6,14,11,3,17,37,56,0
"1954","Mislav Oršić",496,5,4,1,4,0,2,6,NA,4,1,0,1,2,7,0,0
"1955","Mitchel Bakker",1102,17,10,5,8,4,9,12,NA,3,12,2,10,10,27,16,2
"1956","Mitchell Duke",199,0,0,0,0,0,0,0,NA,0,3,0,3,2,2,1,0
"1957","Mitchell van Bergen",427,8,3,3,4,1,5,11,NA,6,3,2,1,4,12,5,0
"1958","Mitchell Weiser",1287,42,27,16,20,6,17,33,NA,16,26,2,24,15,57,18,0
"1959","Moanes Dabbur",422,5,3,2,3,0,3,4,NA,1,2,0,2,2,7,0,0
"1960","Modou Biramé Ndiaye",182,4,1,3,1,0,2,8,NA,6,2,0,2,6,10,4,0
"1961","Mohamed Achi",36,1,1,1,0,0,1,1,NA,0,0,0,0,0,1,0,0
"1962","Mohamed Ali Ben Romdhane",73,5,3,1,4,0,2,2,100,0,1,0,1,0,5,0,0
"1963","Mohamed Ali Cho",243,4,2,4,0,0,0,1,NA,1,5,0,5,2,6,2,0
"1964","Mohamed Camara",1021,35,23,13,19,3,18,36,NA,18,20,2,18,17,52,9,0
"1965","Mohamed Dräger",132,5,3,3,2,0,4,4,200,0,0,0,0,1,6,4,0
"1966","Mohamed Elneny",95,1,1,1,0,0,1,1,NA,0,0,0,0,0,1,0,0
"1967","Mohamed Elyounoussi",985,22,13,11,8,3,9,19,NA,10,19,2,17,9,31,20,0
"1968","Mohamed Kanno",270,6,2,5,1,0,2,3,NA,1,3,1,2,2,8,7,0
"1969","Mohamed Lamine Bayo",139,1,1,0,0,1,0,6,NA,6,0,0,0,0,1,0,0
"1970","Mohamed Salah",1680,7,5,2,2,3,4,9,NA,5,7,0,7,4,11,2,0
"1971","Mohamed Simakan",1152,22,14,9,10,3,14,24,NA,10,11,2,9,19,41,36,0
"1972","Mohamed Tijani",168,2,0,0,2,0,0,1,NA,1,3,1,2,2,4,10,0
"1973","Mohamed Youssouf",846,19,10,8,8,3,7,11,NA,4,8,1,7,20,39,19,0
"1974","Mohammad Abu Fani",400,9,6,6,1,2,3,8,NA,5,7,2,5,3,12,0,0
"1975","Mohammed Al-Breik",65,1,0,1,0,0,0,0,NA,0,2,0,2,1,2,4,0
"1976","Mohammed Al-Owais",270,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,4,0
"1977","Mohammed Daramy",443,2,1,1,1,0,1,3,NA,2,2,1,1,4,6,0,0
"1978","Mohammed Muntari",63,2,2,1,1,0,1,1,NA,0,0,0,0,0,2,2,0
"1979","Mohammed Salisu",1440,39,22,28,10,1,17,23,NA,6,41,18,23,17,56,83,1
"1980","Mohammed Waad",28,0,0,0,0,0,0,0,NA,0,1,0,1,1,1,1,0
"1981","Moi Gómez",1139,10,6,5,4,1,6,11,NA,5,6,2,4,6,16,2,0
"1982","Moise Kean",532,9,7,2,6,1,3,5,NA,2,2,0,2,4,13,1,0
"1983","Moisés Caicedo",1514,49,24,15,26,8,18,27,NA,9,20,2,18,21,70,13,2
"1984","Moises Parra Gutierrez",10,1,0,0,1,0,0,0,NA,0,0,0,0,0,1,0,0
"1985","Monchu",659,23,13,8,11,4,9,16,NA,7,12,7,5,7,30,7,1
"1986","Montassar Talbi",1620,24,13,18,6,0,13,17,NA,4,21,10,11,15,39,92,1
"1987","Morgan Gibbs-White",1216,11,7,6,2,3,7,11,NA,4,5,2,3,8,19,9,0
"1988","Morgan Sanson",1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1989","Moritz Jenz",540,8,4,5,3,0,4,8,NA,4,16,11,5,8,16,15,1
"1990","Morten Hjulmand",1084,29,18,17,12,0,9,14,NA,5,19,5,14,29,58,26,0
"1991","Morten Thorsby",433,13,7,4,8,1,7,9,NA,2,4,1,3,1,14,9,0
"1992","Morteza Pouraliganji",270,2,2,0,1,1,1,2,NA,1,5,3,2,6,8,10,0
"1993","Mory Diaw",1350,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,8,2
"1994","Moses Simon",1007,11,7,4,4,3,4,5,NA,1,7,1,6,3,14,3,0
"1995","Mostafa Mohamed",762,4,2,1,1,2,2,6,NA,4,13,1,12,1,5,9,0
"1996","Mouctar Diakhaby",791,14,8,9,5,0,6,8,NA,2,10,6,4,7,21,31,1
"1997","Mouhamadou Diarra",437,8,5,4,3,1,6,10,NA,4,4,1,3,4,12,5,0
"1998","Moumi Ngamaleu",10,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1999","Mounaim El Idrissy",1062,16,11,2,8,6,6,14,NA,8,3,0,3,3,19,10,0
"2000","Moussa Dembélé",576,5,4,1,2,2,4,5,NA,1,5,0,5,0,5,3,0
"2001","Moussa Diaby",1756,14,8,4,8,2,8,16,NA,8,8,0,8,3,17,2,0
"2002","Moussa Diarra",553,13,5,5,7,1,4,7,NA,3,10,4,6,11,24,13,0
"2003","Moussa Djenepo",526,16,9,11,4,1,8,19,NA,11,9,2,7,10,26,6,0
